gene_name	groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	Con1	Con2	log2fold_Con2_Con1	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.SRR22776675_Aligned.sortedByCoord.out	countData.SRR22776676_Aligned.sortedByCoord.out	countData.SRR22776677_Aligned.sortedByCoord.out	countData.SRR22776686_Aligned.sortedByCoord.out	countData.SRR22776687_Aligned.sortedByCoord.out	countData.SRR22776688_Aligned.sortedByCoord.out	countData.SRR22776689_Aligned.sortedByCoord.out	countData.SRR22776690_Aligned.sortedByCoord.out	countData.SRR22776691_Aligned.sortedByCoord.out	countData.SRR22776692_Aligned.sortedByCoord.out	countData.SRR22776693_Aligned.sortedByCoord.out	countData.SRR22776660_Aligned.sortedByCoord.out	countData.SRR22776678_Aligned.sortedByCoord.out	countData.SRR22776679_Aligned.sortedByCoord.out	countData.SRR22776680_Aligned.sortedByCoord.out	countData.SRR22776681_Aligned.sortedByCoord.out	countData.SRR22776682_Aligned.sortedByCoord.out	countData.SRR22776683_Aligned.sortedByCoord.out	countData.SRR22776684_Aligned.sortedByCoord.out	countData.SRR22776685_Aligned.sortedByCoord.out
BLTP1	ENSG00000138688	E105	53.7424395700087	0.0200810235933532	16.3916402274687	5.15119190397324e-05	0.0137024427332918	7.61965145889342	8.51598551337477	0.649239191223251	4	122318147	122318270	124	+	79	37	17	82	45	28	57	46	48	57	52	57	51	89	81	88	87	90	49	34
LARP1B	ENSG00000138709	E012	9.12136315725631	0.136479625536034	12.8427850267904	0.00033878299814074	0.0382319769891168	3.95131733092597	5.46836209749084	1.30512447823838	4	128074934	128074993	60	+	13	3	5	15	3	1	7	4	1	3	18	8	5	21	15	26	10	13	17	9
LARP1B	ENSG00000138709	E025	120.335959343842	0.0405890242773227	15.581395836123	7.90283593285708e-05	0.0172833150038831	9.99460449897362	8.96326804030843	-0.731968173047988	4	128121826	128122116	291	+	159	63	84	142	215	66	228	193	196	198	249	135	101	143	41	79	83	101	57	35
LARP1B	ENSG00000138709	E028	49.2077794031501	0.0371231264111069	15.2123676756887	9.60721610759158e-05	0.0192905081361603	7.45198439268166	8.3278936740872	0.636789095121046	4	128122482	128123869	1388	+	45	24	14	69	72	26	42	55	69	32	70	78	36	65	62	64	90	64	57	39
RNF185	ENSG00000138942	E007	10.7512063323856	0.0341305454255594	16.8344789266032	4.0785520235887e-05	0.0119748900672442	4.51233369565267	5.54549118884683	0.85968781767903	22	31187047	31187270	224	+	6	8	1	16	14	10	0	12	14	10	5	30	22	12	13	13	23	16	5	8
KIF21A	ENSG00000139116	E018	21.8151395860613	0.0478402135445015	17.0190976898699	3.70057338580053e-05	0.0113634160785084	5.72627203312013	6.97564683464168	0.955259857150432	12	39318073	39318201	129	-	29	19	8	31	17	5	19	21	27	17	28	38	26	35	19	43	46	35	24	5
AEBP2	ENSG00000139154	E010	10.3417111446317	0.0672711124085556	14.2134137605181	0.00016320298406709	0.0255989267404793	5.37231411725857	3.88371585706143	-1.29154884094507	12	19473248	19473355	108	+	7	13	6	12	17	17	19	12	12	16	25	4	4	4	3	4	9	12	3	8
ETNK1	ENSG00000139163	E015	18.7593931304577	0.114570251761875	14.5185877259311	0.000138783405039491	0.0232901611690732	6.4108983336892	4.99417503453624	-1.12270628575221	12	22646019	22646055	37	+	23	13	25	66	22	21	28	22	31	23	30	13	6	11	11	1	19	25	4	6
PEX5	ENSG00000139197	E060	203.454509524205	0.0267784974764062	13.1798875429522	0.000282969736979284	0.0347432680123101	10.9178068825284	10.4862374955271	-0.303413678848282	12	7210432	7211459	1028	+	188	217	144	302	390	144	142	390	343	172	159	269	138	167	204	245	194	221	146	153
SCAF11	ENSG00000139218	E011	47.9763543084882	0.035841124983829	19.7435687350086	8.85592022780764e-06	0.00463689639233448	7.22671748114504	8.305845042231	0.786855638437241	12	45924789	45924946	158	-	40	48	28	40	17	22	42	37	21	63	47	51	59	72	68	82	75	65	43	65
PPFIA2	ENSG00000139220	E062	28.3074040033079	0.102736134292392	13.1809649666259	0.000282807092748738	0.0347432680123101	6.12220547857894	7.55096497988447	1.0712306846242	12	81424849	81424957	109	-	29	16	2	48	37	0	40	44	27	17	17	52	31	35	41	109	23	64	27	3
NUP58	ENSG00000139496	E014	31.1776351268412	0.0412084089383534	21.9437941349305	2.80753296574302e-06	0.00233911249806899	6.36666087309098	7.56967299127154	0.897378353524627	13	25307949	25308137	189	+	31	24	15	42	19	14	36	38	21	25	18	38	24	44	42	53	66	55	40	27
SLAIN1	ENSG00000139737	E039	789.652850275707	0.021835492417902	18.1165926534223	2.07782895081666e-05	0.00797141209435465	13.7153657197965	13.1117235737578	-0.420829588759169	13	77763358	77764124	767	+	689	868	1081	1321	580	790	1113	884	900	1162	1136	769	535	657	515	625	1001	1116	599	134
MBNL2	ENSG00000139793	E009	82.3212673462614	0.0471361973777135	20.2117289995008	6.93265669694651e-06	0.00409494808114762	8.44026841135927	9.39311662610888	0.680671183173515	13	97343016	97343216	201	+	71	59	41	162	86	40	48	93	99	76	75	114	92	128	78	101	117	170	98	59
STON2	ENSG00000140022	E018	57.2090232356644	0.0468103077961653	16.6543670065086	4.48469413703851e-05	0.0127022773939705	7.5026228945198	8.77916338210722	0.923616622757939	14	81398373	81398580	208	-	42	70	22	49	45	43	37	45	46	32	50	71	60	45	153	148	82	62	60	47
FBLN5	ENSG00000140092	E005	34.379843547738	0.108987387720863	15.5052907313461	8.22746501534436e-05	0.0177305182580501	7.67644681684277	6.44645138109688	-0.914693879551714	14	91869441	91870042	602	-	32	35	23	99	25	27	27	49	56	88	26	31	17	49	14	28	20	50	27	17
TCF12	ENSG00000140262	E032	23.555186209066	0.0674374956184908	12.8385149893682	0.000339556990401514	0.0382319769891168	5.8452753163581	7.03882977571089	0.908716872445669	15	57231152	57231252	101	+	44	10	13	24	10	11	26	15	20	13	25	40	18	38	53	33	34	51	23	12
SRP14	ENSG00000140319	E006	835.939879016672	0.0495417472352461	14.4184649346578	0.000146360148091143	0.0241063994364342	13.3315134782705	13.9693753094713	0.444536010032259	15	40036304	40036500	197	-	1099	674	375	708	634	250	842	579	577	703	936	1147	1085	1286	1464	1546	1215	1347	731	714
ANP32A	ENSG00000140350	E021	163.094402272078	0.0590236733180033	16.0407272058162	6.19944855985361e-05	0.0153392342956088	9.82877196383015	10.7575305933029	0.654667546378211	15	68789243	68792248	3006	-	144	156	87	262	125	150	114	117	173	85	100	174	210	207	405	212	291	261	183	72
NCOA2	ENSG00000140396	E001	542.978249450596	0.0105207403938751	19.3458610987931	1.09055363038786e-05	0.00519907051181827	12.930957352103	12.4560388344014	-0.331518605284534	8	70109782	70112069	2288	-	789	413	296	902	784	230	579	964	960	850	784	656	674	511	354	404	530	790	314	147
PCSK6	ENSG00000140479	E034	131.826297004583	0.0335110579998062	23.3044521844067	1.38279547642102e-06	0.00149083652187997	9.38766732143136	10.2230567726387	0.591050410004478	15	101326480	101328663	2184	-	42	212	116	141	32	236	35	47	55	31	36	163	167	115	308	334	173	361	100	57
NTRK3	ENSG00000140538	E052	211.298337858225	0.0400038221526295	13.7496539823042	0.000208859289761301	0.0295558183306108	NA	NA	NA	15	88255906	88256131	226	-	394	165	66	195	293	76	127	278	277	165	137	394	321	234	231	343	308	352	268	72
CRTC3	ENSG00000140577	E034	12.8660196569237	0.0876254340332897	13.1295322434005	0.000290677335190645	0.0352510833355113	4.50533659741985	5.90504972660485	1.1495765117974	15	90624907	90625062	156	+	15	8	6	7	9	11	9	0	11	1	7	15	11	26	28	39	27	19	8	15
FTO	ENSG00000140718	E015	13.6405662024122	0.058940712945082	12.6886136770668	0.000367888921943365	0.0398836547811907	5.92914090903735	4.53052516014648	-1.14638850675469	16	53844155	53844298	144	+	12	17	10	17	34	16	22	31	15	17	14	7	7	17	9	13	4	11	10	3
ZCCHC14	ENSG00000140948	E007	142.539655416124	0.0542956959049008	16.4493169510931	4.99681825454793e-05	0.0135172464146962	9.47779558815041	10.5210207747269	0.736965494546808	16	87411516	87412976	1461	-	132	177	59	207	173	101	32	97	157	65	58	292	318	172	155	161	172	239	155	131
SSH2	ENSG00000141298	E014	49.0931605557669	0.0205103225161109	12.8303457437156	0.000341042730804468	0.0383168376695254	7.55610490466787	8.18772100105498	0.459290211294836	17	29671935	29672129	195	-	46	32	12	51	39	36	31	52	35	48	56	91	95	72	88	89	76	73	39	19
RPRD1A	ENSG00000141425	E023	10.3907950049443	0.118843644416391	14.1927142023438	0.000165008187718416	0.0257248366140937	4.22144633576062	5.7006673364582	1.24134320506377	18	36033752	36033837	86	-	9	8	3	11	6	4	17	9	4	6	14	21	9	12	23	24	22	10	5	8
OSBPL1A	ENSG00000141447	E009	27.9275072455275	0.144951867813362	12.1991548423673	0.000478111714865502	0.0466853894121257	5.9267377027589	7.40109454745219	1.1128659127487	18	24171480	24171498	19	-	25	12	18	16	11	14	32	10	8	15	27	20	19	45	103	65	55	31	24	31
TP53	ENSG00000141510	E010	48.6381496042473	0.0486896850474459	12.2386756954434	0.000468090400732041	0.0460927144714698	8.18765840167959	7.39358074681939	-0.578536744849282	17	7668525	7669690	1166	-	35	63	45	67	46	44	37	48	23	18	20	59	49	35	64	82	61	42	45	82
FN3KRP	ENSG00000141560	E029	10.8456618595885	0.119258951815144	16.9182551833344	3.90244736686214e-05	0.011617341342288	4.14648102687033	5.74126872299438	1.34150933704533	17	82729914	82730328	415	+	8	9	7	3	3	7	4	15	10	2	4	15	16	18	17	40	21	17	12	7
FOXK2	ENSG00000141568	E019	14.5591173077134	0.019685988872987	26.0036413644783	3.40774005542672e-07	0.000698641871445646	4.81744792343817	6.04708138889224	0.991697956084858	17	82585904	82586043	140	+	11	10	7	11	15	7	10	12	5	10	9	28	19	20	22	21	23	19	23	20
SMAD4	ENSG00000141646	E050	59.3785797102756	0.013480717980763	14.585900090577	0.000133912788703667	0.0228379027464175	7.87142184020826	8.59034231542038	0.519050648680405	18	51078256	51078467	212	+	76	38	28	72	32	43	70	49	66	55	40	69	69	86	87	102	74	99	61	47
BRD4	ENSG00000141867	E007	26.5610915487536	0.0152363928551017	28.2741810978638	1.05291046720008e-07	0.000322217177515173	6.0684417476744	7.03390326029062	0.731295813139549	19	15242900	15243487	588	-	27	26	10	35	21	9	7	9	15	6	12	56	68	37	50	57	42	48	28	21
BRD4	ENSG00000141867	E008	20.0579894334353	0.0564212683864686	16.3991021008667	5.13095295346169e-05	0.0137024427332918	5.43137540128798	6.56795613948226	0.884221970046211	19	15244231	15244522	292	-	9	6	9	18	29	15	2	17	14	3	3	39	63	33	29	53	36	47	16	10
RERE	ENSG00000142599	E014	313.216889409968	0.0124981699836751	47.8211223227436	4.66934248822054e-12	5.99104657293624e-07	11.1296658624534	12.0532465342846	0.646742331798316	1	8358196	8358916	721	-	304	289	153	395	375	263	114	208	217	116	110	531	572	372	444	608	563	542	359	237
LMO4	ENSG00000143013	E007	66.9537368239567	0.135609889593772	14.9478539742294	0.000110523701334199	0.0207322427242481	7.88337272366116	9.15338315950702	0.912749207378343	1	87332013	87332251	239	+	85	28	8	195	93	24	39	101	107	43	45	116	116	97	58	99	129	126	55	11
CELSR2	ENSG00000143126	E020	111.964013572064	0.0612059383883148	12.1744483045864	0.000484486272013099	0.0469328624252391	9.12407011120355	9.92421336182236	0.567578306863759	1	109268581	109268764	184	+	235	110	63	173	98	62	44	56	82	44	56	173	299	117	159	158	168	198	138	35
CELSR2	ENSG00000143126	E046	158.350600681497	0.0417807379105051	15.1549373620587	9.90389862400884e-05	0.0194927368268877	9.73716793857933	10.7163492491786	0.690537153073322	1	109274022	109274309	288	+	252	101	64	239	226	80	36	106	205	71	46	429	593	144	67	145	293	266	181	35
ALDH9A1	ENSG00000143149	E001	187.411187460635	0.022986066982723	12.6553697913375	0.000374488516350254	0.0403096674319092	10.7516754793388	10.2291937501051	-0.367789222345642	1	165662216	165662584	369	-	164	152	134	287	272	146	267	350	288	255	166	174	158	193	166	113	197	190	121	137
MPC2	ENSG00000143158	E001	5.88946672225033	0.170860890307455	31.9667801670768	1.5683174634511e-08	9.14657002116169e-05	2.83897661812923	5.0847886331376	2.14851776383727	1	167916675	167916728	54	-	6	1	0	1	4	0	5	1	1	5	9	8	5	10	13	25	19	13	6	3
RGS5	ENSG00000143248	E015	12.5326254225269	0.0503326891500496	13.817320136562	0.000201470388394959	0.0291102023123915	4.86528367320439	5.64730253788009	0.638060243677992	1	163168258	163168368	111	-	16	8	6	17	14	13	6	16	10	13	12	10	10	13	18	12	20	20	17	12
XPR1	ENSG00000143324	E010	33.3367982750115	0.0432560385580961	15.1546449349298	9.9054326462759e-05	0.0194927368268877	6.53713981225472	7.63566722150961	0.81609311837412	1	180825165	180825344	180	+	28	24	16	29	32	14	30	26	41	30	38	43	49	59	30	47	34	60	34	38
KCNH1	ENSG00000143473	E033	46.230576261792	0.0770593940545329	12.7601715043046	0.000354078429268685	0.039057210410451	8.19606646420226	6.89829321828731	-0.951629772011414	1	211082780	211082871	92	-	66	24	28	62	85	85	30	124	60	72	52	45	26	41	4	44	67	27	38	4
LYST	ENSG00000143669	E101	23.1655831830969	0.0360833104793603	15.0163091043881	0.00010658605568887	0.0202902529098163	5.83935489723123	6.99399087695773	0.879997527055061	1	235829040	235829408	369	-	21	19	12	34	24	7	23	12	14	16	18	28	28	25	48	66	53	37	23	9
CEP170	ENSG00000143702	E036	6.97042974635669	0.0524796624120132	26.0867627790556	3.26414180450227e-07	0.000686572095686013	3.38047202533348	5.13782551100501	1.59794280905554	1	243163319	243163340	22	-	1	2	3	6	5	4	10	9	3	4	3	9	12	15	18	6	10	20	8	4
SNAP47	ENSG00000143740	E039	12.2498812564085	0.0695162989388571	13.7946264757254	0.000203918632982045	0.02927165909985	4.66641565226371	5.8219848845249	0.944995817992586	1	227767084	227768248	1165	+	18	5	4	15	14	2	8	13	21	2	3	15	26	10	24	14	36	18	14	10
LBR	ENSG00000143815	E016	8.47517218176541	0.0799402917807512	18.019288554128	2.18677999338577e-05	0.00810916167142642	3.84560785306129	5.27857158383475	1.25177699331791	1	225412454	225412645	192	-	6	1	10	5	8	4	3	10	6	3	6	13	9	6	14	25	19	21	11	5
VPS54	ENSG00000143952	E026	18.1849384274071	0.0197956912045861	24.8018676606561	6.35358780495458e-07	0.000956199626309687	5.2707220300568	6.49535531000452	0.959239708011696	2	63974986	63975602	617	-	18	17	10	14	15	10	13	23	14	14	9	24	17	26	29	25	23	29	20	25
ASXL2	ENSG00000143970	E017	12.0587946936883	0.0245104890669629	15.3903547547003	8.74334488184069e-05	0.0182795075495153	4.657935777829	5.73777627141875	0.886054751224498	2	25771440	25771540	101	-	14	6	3	10	13	1	11	9	10	13	12	27	21	18	18	14	23	18	9	12
FBLN7	ENSG00000144152	E004	11.1431232235886	0.120865549839335	12.433497955971	0.000421701334484132	0.043705017303975	4.43280921536898	5.58282642952626	0.959220286038454	2	112151299	112153258	1960	+	14	3	11	10	16	0	2	12	6	0	6	20	21	10	17	31	16	15	30	5
PKP4	ENSG00000144283	E053	41.27674526535	0.0349592455119029	19.6796432502204	9.1571672344952e-06	0.00473499004888877	7.00746370731926	7.9802930699934	0.714058968840241	2	158673883	158674000	118	+	39	40	34	46	40	37	24	36	38	34	36	47	67	62	42	53	62	52	23	43
SCRN3	ENSG00000144306	E012	8.65423572097149	0.0568761157814527	15.342353651629	8.96831578793383e-05	0.018529609106065	5.07133695741369	3.81735680774175	-1.10877944046166	2	174397336	174397404	69	+	20	5	2	14	14	6	10	21	16	15	22	6	2	6	0	4	5	16	8	0
METTL21A	ENSG00000144401	E002	16.5986486589833	0.0701962659580734	15.3931333295643	8.73049753231173e-05	0.0182795075495153	6.20084498687397	4.83410888867808	-1.09627608493286	2	207581353	207581694	342	-	20	8	28	18	20	8	22	22	17	36	39	11	3	5	6	3	17	16	17	14
SPAG16	ENSG00000144451	E016	12.6221613471057	0.0635701299750242	13.4725709828134	0.000242076375302936	0.0317046954286421	4.76246890659612	5.85536189140713	0.889035102975021	2	213310059	213310177	119	+	8	10	6	11	6	5	25	10	7	11	23	12	15	22	19	25	12	29	12	5
STK11IP	ENSG00000144589	E010	22.84287606237	0.0761404842678563	20.0669957476507	7.47760264278317e-06	0.00420798809072341	6.87245477641672	5.35626334014936	-1.17375021565177	2	219601716	219601840	125	+	16	46	28	36	45	61	12	22	29	20	7	17	19	11	5	10	37	9	18	5
CNTN4	ENSG00000144619	E055	92.3298268708669	0.0395727430973019	13.782500472679	0.000205239078493247	0.0294227991119045	9.44249533154349	8.58259280968763	-0.613485765280511	3	3056356	3057953	1598	+	70	14	4	224	215	12	97	194	162	212	267	113	39	85	27	89	120	125	64	5
DYNC1LI1	ENSG00000144635	E010	38.9527001697937	0.0507420680289666	14.452412066366	0.000143745648795442	0.0238595462022614	6.97045641998115	7.92339540795856	0.700319937413536	3	32530521	32532985	2465	-	28	28	12	60	57	17	40	42	47	35	47	57	35	67	40	57	72	67	46	15
PTPRG	ENSG00000144724	E042	896.605857826228	0.0287587934063769	14.3442847385053	0.000152241141460438	0.0248247976683968	14.0574376991459	13.367739222638	-0.480622983750024	3	62293552	62297609	4058	+	1059	739	642	1021	1147	574	1145	1809	1378	1285	1248	987	690	691	501	544	910	740	610	822
NFKBIZ	ENSG00000144802	E029	27.2729515323318	0.0220488372190651	18.8255831709565	1.43232951932008e-05	0.00635904745003052	7.08817999477158	6.12591285329992	-0.727204238661853	3	101859540	101861022	1483	+	30	16	18	114	12	37	45	22	14	21	21	24	18	37	20	18	27	17	18	36
IGSF11	ENSG00000144847	E019	61.8841699781414	0.030689111602969	16.7636212883145	4.233723772004e-05	0.0122673579383868	7.93716147251181	8.6967376608811	0.547566419517779	3	118981791	118981940	150	-	48	71	77	69	56	38	72	62	45	31	48	89	73	86	79	83	101	99	44	33
BOC	ENSG00000144857	E026	12.6899958864707	0.0831506520737354	14.8411984216567	0.000116952561597482	0.0214674039604099	4.34235846394614	5.82718930689992	1.23243892764049	3	113271012	113271605	594	+	1	5	8	16	10	3	4	9	12	0	2	28	17	19	16	47	26	20	6	23
TMEM108	ENSG00000144868	E030	62.814017404038	0.040132814817786	19.4721479628182	1.02077298438062e-05	0.00501805741509349	8.74253562065261	7.79373522958356	-0.684654711272811	3	133396229	133397769	1541	+	113	61	25	112	134	60	42	72	114	60	100	116	48	34	41	41	84	53	45	17
EIF2A	ENSG00000144895	E025	65.7140000485363	0.0312750892026139	12.7017166860909	0.000365320048264824	0.039722672976836	8.7300838246145	7.83318122903051	-0.647024278349408	3	150565191	150565226	36	+	75	56	47	62	68	37	122	118	97	136	119	53	34	75	35	42	47	70	63	21
RUBCN	ENSG00000145016	E019	9.5128637896084	0.0869945915360188	12.0698721480989	0.000512432148141403	0.0483086842023739	5.33132975778149	4.11528978347111	-1.04253610941674	3	197694417	197694585	169	-	12	18	8	24	15	9	10	3	12	12	12	5	7	15	8	19	5	6	5	0
ANK2	ENSG00000145362	E099	372.296951767389	0.0175804461984253	18.1860231467219	2.00343727643403e-05	0.00786094872141116	11.6372184667173	12.3762119180061	0.516763962569813	4	113311255	113311399	145	+	449	142	82	457	467	107	566	592	412	560	561	531	394	733	292	507	481	672	269	78
SETD7	ENSG00000145391	E010	12.5105976601077	0.0362239571067924	13.8770226604184	0.000195170021155223	0.0285210532281799	5.67834412359377	4.40183393578278	-1.06238991104373	4	139532582	139533164	583	-	14	18	26	24	18	9	15	15	12	9	14	9	7	9	8	5	3	21	4	10
MARCHF6	ENSG00000145495	E013	46.206076920689	0.0424446401474391	17.3472341949054	3.11351058322265e-05	0.0101649386486251	7.22793519629983	8.31379950227091	0.791689400859175	5	10390332	10390491	160	+	38	21	12	63	52	16	52	48	31	39	76	49	41	79	42	94	85	86	79	23
SRD5A1	ENSG00000145545	E013	24.2781211101985	0.052836541624293	14.4884659974637	0.000141020358920189	0.0236106792986124	6.10311044466812	7.01583564345005	0.691050620926118	5	6674387	6676539	2153	+	34	5	4	31	32	6	19	36	22	32	40	33	40	31	36	40	22	48	37	2
MYO10	ENSG00000145555	E012	61.4195247844399	0.0335263355510486	18.9987307527147	1.3080543518879e-05	0.00590480445062936	7.7572915874471	8.80053880424532	0.752713928872067	5	16679947	16680104	158	-	45	75	32	51	52	69	51	29	36	42	48	140	113	71	76	64	100	76	61	47
BDP1	ENSG00000145734	E015	66.5325018025121	0.0613742982197256	14.5540861467796	0.000136192969940237	0.0230228922281318	8.00390906077762	8.96469953847353	0.690737213024398	5	71497270	71497426	157	+	51	32	27	83	53	31	132	44	39	58	124	65	56	91	117	168	74	76	71	38
BDP1	ENSG00000145734	E024	157.65628791518	0.0145771331826168	17.4381387601254	2.96810516263081e-05	0.00991733596345075	10.0056671247725	10.4569639693304	0.318218594226517	5	71516061	71516271	211	+	235	104	59	199	184	77	223	248	141	173	202	163	126	254	154	220	242	212	135	81
KLHL3	ENSG00000146021	E004	52.704717439451	0.0552743085026016	12.301963424425	0.000452482049230156	0.0454145721165671	8.42776620426026	7.3725522058802	-0.767094658685576	5	137621221	137621501	281	-	55	66	42	136	84	57	41	83	77	62	51	66	65	43	16	57	70	33	39	5
TRIM41	ENSG00000146063	E009	47.8179768983176	0.0399264548877851	27.9348175959939	1.25471582872682e-07	0.00034997297634918	7.15572403774039	8.40023921528217	0.907372839807392	5	181230840	181232658	1819	+	35	32	24	79	42	35	27	49	34	22	19	70	72	65	94	79	68	93	52	42
PHIP	ENSG00000146247	E047	52.2590995193563	0.0310414397288303	14.8873967873412	0.000114122900956502	0.0211599030782152	7.59026109597215	8.42949814623581	0.608569235603857	6	79001899	79002124	226	-	52	35	18	74	62	26	47	51	47	64	57	82	69	69	63	101	59	78	54	32
SLC18B1	ENSG00000146409	E003	163.424664141667	0.0593583072113529	12.2879370776203	0.000455895375305673	0.0455199898341185	10.6722845723069	9.75059309032713	-0.650054510906362	6	132769385	132770336	952	-	121	122	96	298	245	111	169	284	282	259	241	134	133	116	104	114	207	146	155	125
SHPRH	ENSG00000146414	E017	5.62723517248115	0.242279325004319	13.6947216793814	0.000215058078325205	0.0299926541278193	4.49414927972186	3.05949217357145	-1.39590843936684	6	145919348	145919491	144	-	6	5	4	7	8	7	10	10	17	8	7	3	1	4	3	1	20	0	0	0
ZMYM4	ENSG00000146463	E035	94.6710381159758	0.0386477790197464	21.8777806293736	2.90579109222655e-06	0.00237471612661924	8.65871814897226	9.73206771313278	0.764149591380606	1	35405023	35405194	172	+	122	56	31	110	84	48	117	114	105	53	84	126	99	181	132	171	126	160	80	65
CREB5	ENSG00000146592	E032	176.015558674195	0.0334793949963611	16.9907922690224	3.75615347894726e-05	0.011449402726299	10.0850123945722	10.8058835465878	0.50759945867176	7	28804199	28804522	324	+	158	243	142	170	85	251	198	105	122	69	121	246	314	265	280	232	264	196	130	63
TLK2	ENSG00000146872	E068	13.5138515404452	0.0547091256607599	17.0279369732762	3.68338666370726e-05	0.0113616822846945	4.64882529980854	6.00759563428328	1.10497350582788	17	62607387	62608040	654	+	3	9	5	6	8	7	13	14	13	8	7	8	19	26	37	30	23	32	16	9
HDAC8	ENSG00000147099	E050	70.4109883646942	0.0363202295261229	13.5705465953974	0.000229762463202177	0.0309004397156599	8.89885850614875	8.05802529551749	-0.604510545515935	X	72473441	72474406	966	-	100	77	32	137	66	57	120	122	70	98	110	39	47	118	42	49	53	102	52	22
KRBOX4	ENSG00000147121	E013	52.3545935619453	0.0540754576129059	12.9065324955393	0.000327437329613329	0.0375779731783254	7.6559834975353	8.33189907520796	0.490245769116291	X	46472025	46472526	502	+	53	35	55	44	44	39	34	66	60	50	39	86	46	70	64	45	114	73	71	23
OGT	ENSG00000147162	E056	227.058511018763	0.0262777873521645	26.3417546606475	2.8603741710364e-07	0.000614238100256673	11.4085282760349	10.3599047064677	-0.736586008837538	X	71574772	71575591	820	+	254	144	145	402	321	125	259	419	397	396	308	249	168	222	123	172	268	313	213	60
ATP6V1B2	ENSG00000147416	E039	9.73286877346877	0.159763572069434	12.2737525838129	0.000459373613268358	0.0456902254449689	4.02578941185864	5.500415424879	1.26130539801857	8	20226439	20226627	189	+	10	3	1	10	6	4	5	12	5	8	3	24	13	7	2	26	18	23	22	11
ST18	ENSG00000147488	E026	12.9504019893058	0.0802385542281624	12.3790753922974	0.000434172098298767	0.0445655081954573	4.61166658163924	6.05261943704895	1.17193292866496	8	52165135	52165225	91	-	10	10	5	17	0	8	10	8	19	13	5	25	14	27	11	13	35	23	30	3
ST18	ENSG00000147488	E065	75.2367366826934	0.0525396988162208	13.488845719886	0.000239985777635303	0.0316135679520279	8.25749419495241	9.17076371103794	0.654226567251001	8	52405806	52406090	285	-	53	121	89	101	14	85	40	28	60	44	50	127	135	72	103	112	112	155	72	16
EIF3H	ENSG00000147677	E031	9.60022151405698	0.110701549276848	13.9559793237592	0.000187141478418334	0.027758814485483	4.06276555687314	5.5681932990387	1.28120879237807	8	116766682	116766925	244	-	11	5	2	5	11	9	4	3	9	7	10	19	8	5	14	33	14	25	16	3
ZCCHC7	ENSG00000147905	E007	35.3019303499679	0.0748528371196235	11.9804792985105	0.00053760754434081	0.049405091827386	6.82169350037862	7.65618664944029	0.616816809709844	9	37121600	37121672	73	+	52	25	16	34	22	10	44	35	33	36	52	33	41	28	59	74	69	69	24	18
ZCCHC7	ENSG00000147905	E008	425.611712920466	0.054557150815229	13.8115341289177	0.000202091769534904	0.029167139012312	12.5610739941826	11.6440614189286	-0.641081174127564	9	37126312	37126942	631	+	427	376	278	624	698	616	531	757	457	644	590	370	234	447	216	394	437	395	252	167
ZCCHC7	ENSG00000147905	E012	28.1047594132183	0.0646348141620008	12.3081402299961	0.000450987106954999	0.0453421792638668	6.39503791572855	7.19332358525507	0.598792383495961	9	37284163	37284328	166	+	48	27	12	31	29	13	25	22	20	18	43	28	25	23	46	60	43	55	28	16
STOM	ENSG00000148175	E003	283.019025662354	0.0148827421442269	18.7428841988362	1.49580462234385e-05	0.00652791523382483	11.5857091471192	11.1914044207706	-0.276313359169489	9	121339642	121340769	1128	-	127	268	306	595	284	351	229	313	297	260	203	301	357	337	320	227	262	359	184	246
SURF6	ENSG00000148296	E007	7.75702238974805	0.162887384062881	15.1153796260564	0.000101135985155435	0.0198415194363199	3.50359556178885	5.21882067273721	1.53850899824046	9	133336039	133336188	150	-	4	3	0	12	9	2	1	10	3	4	2	26	21	2	4	15	12	18	7	14
CIZ1	ENSG00000148337	E020	44.0798143655883	0.035438816216199	16.363599834961	5.22796654364827e-05	0.013801941359583	7.11250997371894	8.0442398775298	0.682372954911137	9	128168735	128169051	317	-	32	22	28	44	31	17	30	25	37	27	35	56	38	45	90	100	96	96	70	36
SEC16A	ENSG00000148396	E043	18.575024430776	0.0454846709699838	15.4241161518153	8.58852193192823e-05	0.0181541827841513	5.2764384787106	6.53574266963091	0.985198166551847	9	136462962	136463132	171	-	14	10	9	22	18	7	4	12	15	9	8	29	20	30	35	56	40	48	11	17
CACNA1B	ENSG00000148408	E021	7.76195940706822	0.131211483898765	13.1258058794962	0.000291256049841111	0.0352879119272083	3.64354433512086	5.07969707954329	1.28452465427092	9	137986782	137986854	73	+	7	3	1	9	8	1	2	5	9	1	2	3	21	5	12	23	17	25	18	5
RSU1	ENSG00000148484	E009	34.1290386268509	0.0792301735903596	12.3519607823644	0.000440523550908047	0.0448374497554639	6.69046227089086	7.60682305244761	0.67925464564552	10	16754871	16754989	119	-	60	35	12	31	23	19	25	27	31	39	40	41	55	36	46	25	53	53	33	33
CDHR1	ENSG00000148600	E029	29.261311333498	0.0383324046531818	12.7698150713429	0.000352257660080499	0.038929174275873	7.19215469478188	6.31257236793353	-0.660873387190593	10	84217367	84218694	1328	+	35	8	6	114	67	7	27	27	80	40	39	40	8	35	8	11	36	13	24	29
