groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	Con1	Con2	log2fold_Con2_Con1	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.SRR12582120_Aligned.sortedByCoord.out	countData.SRR12582121_Aligned.sortedByCoord.out	countData.SRR12582122_Aligned.sortedByCoord.out	countData.SRR12582123_Aligned.sortedByCoord.out	countData.SRR12582124_Aligned.sortedByCoord.out	countData.SRR12582125_Aligned.sortedByCoord.out	countData.SRR12582126_Aligned.sortedByCoord.out	countData.SRR12582127_Aligned.sortedByCoord.out	countData.SRR12582128_Aligned.sortedByCoord.out	countData.SRR12582129_Aligned.sortedByCoord.out	countData.SRR12582130_Aligned.sortedByCoord.out	countData.SRR12582131_Aligned.sortedByCoord.out	countData.SRR12582132_Aligned.sortedByCoord.out	countData.SRR12582133_Aligned.sortedByCoord.out	countData.SRR12582134_Aligned.sortedByCoord.out	countData.SRR12582135_Aligned.sortedByCoord.out	countData.SRR12582136_Aligned.sortedByCoord.out	countData.SRR12582137_Aligned.sortedByCoord.out	countData.SRR12582138_Aligned.sortedByCoord.out	countData.SRR12582139_Aligned.sortedByCoord.out	countData.SRR12582140_Aligned.sortedByCoord.out	countData.SRR12582145_Aligned.sortedByCoord.out	countData.SRR12582146_Aligned.sortedByCoord.out	countData.SRR12582147_Aligned.sortedByCoord.out	countData.SRR12582148_Aligned.sortedByCoord.out	countData.SRR12582149_Aligned.sortedByCoord.out	countData.SRR12582150_Aligned.sortedByCoord.out	countData.SRR12582151_Aligned.sortedByCoord.out	countData.SRR12582152_Aligned.sortedByCoord.out
ENSG00000138061	E021	4.79320189517866	0.0269532435686502	24.6085595406172	7.02390511760087e-07	0.000985956468348208	0.595959529497759	0.962390374861183	1.47253617270176	2	38109669	38109902	234	-	1	6	4	0	8	3	5	3	4	14	5	2	5	3	3	2	12	6	11	1	1	6	5	7	4	5	5	8	4
ENSG00000138071	E009	64.6301748027931	0.0212825633238603	13.6862033235847	0.000216035790455789	0.03473476155328	1.78263124755896	1.91111248272532	0.432988909824497	2	65246524	65246718	195	+	55	52	29	95	30	36	42	31	58	31	67	49	48	53	53	68	40	97	116	243	104	90	60	116	52	133	80	89	35
ENSG00000138111	E019	9.54833394894998	0.0145950262142142	13.8599836947942	0.00019694761615323	0.0331222350751501	0.959626750811958	1.15450669920518	0.710285673516787	10	102473819	102474012	194	+	15	4	13	18	8	6	8	1	6	15	17	7	5	5	2	6	6	14	11	18	8	9	10	11	15	19	10	8	20
ENSG00000138193	E005	85.1535805870886	0.0321647000950982	13.8682294159523	0.000196085351394868	0.0331222350751501	1.90783685453297	1.74334456735911	-0.554772121876614	10	94030717	94031975	1259	+	36	81	65	173	104	80	92	58	69	128	200	64	115	137	66	45	203	59	250	361	67	45	74	47	68	33	34	15	22
ENSG00000138376	E025	49.4811462597734	0.0214313509862836	12.6179632371253	0.000382057397574508	0.0472360393897551	1.648198077115	1.75309992655092	0.35557846682783	2	214780968	214781509	542	-	31	41	23	92	40	45	17	29	32	43	39	32	70	66	33	50	53	66	57	262	85	32	62	40	40	47	55	50	48
ENSG00000138411	E058	13.401750077175	0.0273319617865919	15.7752548810151	7.13293478980985e-05	0.018620377300873	1.08602869469856	1.30635891849297	0.78232696065818	2	196493244	196493375	132	-	5	15	4	28	11	9	4	13	13	10	10	12	10	14	14	12	16	14	12	15	3	23	23	25	20	18	19	13	19
ENSG00000138430	E017	26.0064452988967	0.023848908201918	12.8807170003884	0.000331985026486283	0.043185551840719	1.40052004580756	1.52416202372346	0.425455735271665	2	174141825	174142000	176	-	45	19	13	56	19	21	13	19	20	21	12	18	31	24	6	15	14	41	59	97	25	33	28	57	19	33	33	34	15
ENSG00000138594	E017	182.844043170166	0.00839399215787263	14.3715436191576	0.000150052902045744	0.0286737331964085	2.26368187067473	2.18037236885972	-0.27842060472164	15	51908877	51911013	2137	+	187	175	159	285	222	200	209	116	200	229	250	176	182	247	130	166	197	178	432	559	175	186	148	161	110	143	150	114	78
ENSG00000138606	E007	55.7635597778787	0.0111271083357016	14.7117089109918	0.0001252659977018	0.026173203195328	1.7637945103589	1.64428206664225	-0.405044967406909	15	45170666	45171593	928	-	70	62	78	67	49	78	62	51	72	69	105	42	60	45	48	56	72	73	118	71	33	43	47	32	51	56	29	32	32
ENSG00000138623	E013	8.19795694891641	0.0243325959199382	12.9199521789579	0.000325098165481222	0.0429341730749542	0.925268284674215	1.11023691889188	0.680365144039738	15	74416575	74416714	140	-	8	8	4	14	3	3	1	4	6	6	1	3	13	6	4	5	2	18	16	28	6	11	12	14	9	20	11	11	15
ENSG00000138688	E066	52.0946222082672	0.0118853157850126	19.8738219377449	8.27253948896195e-06	0.00497944842664307	1.68921177365622	1.82919374977574	0.473286943912029	4	122249485	122249682	198	+	48	43	27	85	29	39	32	34	34	34	54	41	56	30	28	36	35	70	103	207	65	64	55	81	60	87	59	60	63
ENSG00000138758	E033	341.954085027102	0.00952898726966682	25.5545809486283	4.30043840379334e-07	0.000713916451357234	2.49576919341074	2.57957248678017	0.279199328308689	4	77030971	77032158	1188	+	367	306	164	511	216	286	252	258	379	279	176	308	359	340	247	327	278	358	729	1075	649	454	353	481	282	345	385	335	153
ENSG00000138758	E038	829.843826181073	0.00702358304057786	26.9377493721167	2.10114699852674e-07	0.000413406508479577	2.92825065091003	2.81014561943082	-0.392869009393126	4	77035021	77036769	1749	+	939	808	478	1510	547	817	686	708	935	644	634	896	780	968	750	786	781	1001	1777	3575	1585	826	605	808	512	665	612	525	227
ENSG00000138758	E041	791.902966607753	0.00505491028283523	22.5134300743064	2.08679524240413e-06	0.00212167168155111	2.90491255304862	2.80520000705631	-0.331702046906278	4	77036838	77038615	1778	+	913	751	481	1550	563	816	623	649	937	654	619	858	825	1029	661	710	712	1012	1705	3178	1261	732	626	737	624	730	533	508	237
ENSG00000138758	E045	81.6274863928175	0.0183401717824054	19.2704972284376	1.13445856440341e-05	0.00604171688535775	1.8547413154221	2.0158311860804	0.541450435334682	4	77039743	77040100	358	+	79	70	52	109	65	64	42	58	103	63	71	70	88	60	65	74	92	100	163	162	106	133	88	145	95	84	86	106	21
ENSG00000138760	E007	641.460160761811	0.00458652077318314	28.8299338465656	7.90203414970603e-08	0.000199896064592081	2.80057638948916	2.71707099020767	-0.277883897437254	4	76159003	76160011	1009	-	606	467	322	1885	469	611	380	414	562	448	421	489	571	742	586	827	497	1003	1713	4011	896	595	372	580	346	362	445	433	456
ENSG00000138780	E033	60.6568872304505	0.0137164663301001	13.0385469134414	0.000305144760571803	0.0413972904126383	1.79873308639675	1.70562113509226	-0.314893963715516	4	105845979	105847725	1747	+	47	60	40	149	64	80	30	45	75	51	60	56	83	85	65	65	54	72	148	223	41	54	57	48	43	47	51	38	25
ENSG00000138834	E007	257.54768271859	0.0139463167016204	13.3063589353164	0.000264507513445464	0.0383920731247043	2.3924702974396	2.49872386447002	0.354239598248658	16	1706379	1706657	279	+	253	238	270	237	188	188	232	148	161	306	582	185	248	150	107	182	188	250	386	515	153	268	131	294	308	638	220	252	621
ENSG00000139182	E033	66.7341504475534	0.00714678236853383	12.7898832120098	0.000348498874965729	0.0445060133777923	1.82125770810657	1.89936987569746	0.263117443760265	12	7141242	7141404	163	+	68	58	55	68	39	58	50	52	41	75	137	52	71	29	40	39	55	85	115	100	62	76	53	110	68	134	94	73	84
ENSG00000139190	E002	67.0113221568551	0.0218410916140377	15.6428800962839	7.65000532703369e-05	0.0195381319946799	1.81191734928036	1.90585945735816	0.316457232842548	12	6462380	6462676	297	-	52	40	41	176	39	37	48	39	45	38	32	53	38	79	10	45	28	112	89	536	78	63	60	93	58	140	85	80	42
ENSG00000139190	E005	1109.76323222435	0.0197405369238096	14.4658072637744	0.000142726978661117	0.0279267807335513	3.05591438203233	2.99020760858286	-0.218480556674553	12	6462970	6464486	1517	-	967	819	644	3474	499	733	625	938	1018	881	739	1017	768	1100	578	814	587	1624	1427	9336	1630	1132	787	1058	758	1107	952	952	768
ENSG00000139197	E053	10.3058791604075	0.0283076059677811	13.1702370049419	0.00028443076088994	0.0398457160567466	0.995288623856722	1.20231877919804	0.74798270769909	12	7209005	7209170	166	+	9	10	14	13	3	8	4	5	8	7	16	3	11	4	5	4	12	14	19	22	3	14	6	13	9	29	13	10	32
ENSG00000139531	E040	70.230457704377	0.00326828648601187	22.202738990669	2.45323573485942e-06	0.00235863077224236	1.87228387466528	1.78709512727834	-0.287249691348588	12	56004674	56005244	571	+	83	81	76	94	41	42	80	64	55	83	113	66	55	67	46	75	57	82	147	274	69	60	48	61	45	78	52	42	80
ENSG00000139597	E025	12.7951286584319	0.0169847436910342	12.5934481578186	0.000387101324379049	0.0476233015038589	1.07466471716104	1.25106637655451	0.629607942714403	13	32420371	32420389	19	-	16	9	8	24	13	17	6	8	13	13	8	18	15	11	9	9	7	16	24	7	9	15	14	12	26	21	15	17	8
ENSG00000139625	E005	20.0035520751716	0.0403070095396949	23.7178277058778	1.11544467868124e-06	0.00136220796613225	1.40626238377247	1.09986278120739	-1.07952870215942	12	53481281	53481940	660	-	22	21	25	29	24	30	25	16	26	21	32	19	31	17	30	24	33	17	31	16	8	15	10	13	14	12	7	15	15
ENSG00000139625	E031	5.21072573646811	0.0426579645258192	17.8878531380668	2.34311860731662e-05	0.00972453715282286	0.686147948614933	1.00814248304897	1.25338996024557	12	53486985	53487145	161	-	6	2	4	4	3	4	4	2	3	3	8	3	0	5	1	5	0	2	5	16	1	7	4	9	10	22	4	10	15
ENSG00000139645	E030	6.31414245520919	0.0609672286762148	13.7824533196834	0.00020524422993609	0.0336779630515904	0.774144109881818	1.02483137024153	0.955354303477768	12	56254953	56255084	132	-	1	6	3	6	6	6	3	6	3	1	2	8	15	3	4	3	6	6	7	4	2	9	13	10	8	12	6	13	13
ENSG00000139679	E003	5.9571743407393	0.031740101358394	12.4923855839726	0.000408614068388014	0.0489111705635613	0.760711368865345	0.997331203589621	0.907948261554037	13	48391400	48391531	132	-	10	4	0	7	7	5	2	2	5	5	8	5	5	11	4	6	3	9	5	9	2	17	11	5	7	6	8	8	6
ENSG00000140319	E011	14.1200807015446	0.0465857244492011	16.7687417025567	4.22231423129803e-05	0.0137609235882088	1.11177386370789	1.33376311222666	0.785013301443263	15	40038282	40038394	113	-	23	9	8	18	9	13	8	7	5	13	19	6	11	15	4	6	3	10	18	78	19	20	21	14	19	30	18	20	13
ENSG00000140403	E025	76.6345386679898	0.0209305185351767	14.0630306321714	0.000176784684526949	0.0314355715223305	1.79524707806046	2.0216372195064	0.761564264532607	15	78280245	78280541	297	+	193	59	61	76	51	50	66	57	58	60	78	61	73	43	33	58	57	69	134	246	94	73	65	105	60	139	83	93	88
ENSG00000140443	E033	18.4352116531459	0.0366378279290884	20.218460545344	6.90830466784454e-06	0.004573103999328	NA	NA	NA	15	98916672	98916876	205	+	22	10	16	20	19	17	10	10	17	19	23	7	17	14	13	9	8	19	26	41	10	20	22	31	18	49	11	20	50
ENSG00000140553	E036	3.215148625181	0.0230673269811099	16.7332572292126	4.30202209827713e-05	0.0139091847440494	0.515105807658395	0.821285114448216	1.30687931129684	15	90946614	90946764	151	+	2	1	4	2	3	3	1	1	1	4	2	2	5	1	2	4	2	3	6	1	2	2	7	5	6	13	0	4	8
ENSG00000140564	E031	144.735377078648	0.00809344659205843	17.8721343998864	2.36255224056883e-05	0.00974807404379015	2.18295965994982	2.09979352511896	-0.278284650704284	15	90882403	90883457	1055	+	186	167	183	231	130	118	178	114	132	219	250	119	166	113	99	125	119	169	292	293	106	156	81	95	133	240	94	89	109
ENSG00000140632	E003	132.662403120961	0.0110075007306326	38.0352729354984	6.94771537100005e-10	5.27264600832112e-06	2.1739445540441	2.01076972310277	-0.546499587121726	16	4803566	4804148	583	-	136	137	124	230	104	135	148	120	122	155	164	132	117	122	106	127	107	174	340	492	107	172	66	95	97	104	103	95	96
ENSG00000140632	E005	223.617467811899	0.00590875319891873	13.863895975273	0.000196538029180978	0.0331222350751501	2.34394344849912	2.39885143984342	0.183179819657616	16	4804522	4805048	527	-	237	162	173	340	127	172	199	152	169	286	302	212	185	166	115	179	180	279	510	745	171	264	176	259	256	341	244	281	216
ENSG00000140750	E009	27.8153972332917	0.0266812985674978	14.144246868846	0.000169314082199972	0.0308509038698322	1.38371828016918	1.58419767328948	0.688794368675443	16	24920261	24921004	744	-	15	20	30	60	26	19	27	17	24	42	45	17	25	17	20	29	20	30	42	45	11	32	45	31	29	23	28	18	63
ENSG00000140961	E003	48.9501367483369	0.0290797457755259	14.1106169491072	0.000172368140632964	0.0310457507638097	1.64444000584523	1.76537071985609	0.409835796466195	16	83932245	83934180	1936	+	45	31	22	116	49	65	34	31	47	39	132	48	68	48	32	50	33	42	96	73	33	36	45	40	64	100	33	15	73
ENSG00000141027	E087	11.7824366406166	0.0292945709066916	33.0177963796601	9.13191480070521e-09	3.9601387178495e-05	0.986147099314332	1.32321399528555	1.20669572393646	17	16164979	16165161	183	-	17	3	5	22	7	15	6	9	13	11	15	5	11	7	8	4	5	8	12	10	6	20	21	30	13	24	16	22	14
ENSG00000141252	E011	190.58167330184	0.0103924653347137	16.4885392779329	4.89450395547408e-05	0.0148880296211581	2.32708203675446	2.20807535520213	-0.397484989524481	17	515059	515939	881	-	226	188	203	299	154	208	219	136	206	270	264	221	193	162	190	163	151	208	361	298	143	232	151	208	175	225	132	158	105
ENSG00000141298	E032	12.9832319176075	0.00943993999734952	14.8633543979005	0.000115586796057195	0.0248094798531128	1.0854216258715	1.25843111945832	0.616538799592079	17	29925277	29925555	279	-	8	9	9	26	13	13	3	7	19	19	16	10	10	15	12	15	11	13	16	25	7	19	16	18	16	21	12	10	15
ENSG00000141556	E102	28.8652386851505	0.0369753274046837	17.6430225846198	2.66491127394143e-05	0.0104671902279785	1.38639074214183	1.63608326976908	0.856234090438343	17	82929866	82930243	378	+	28	23	36	13	32	15	34	22	13	62	36	24	24	13	15	17	27	21	17	15	5	38	27	32	37	87	27	28	77
ENSG00000141644	E002	26.1678409056915	0.013222527641716	14.4541399585624	0.000143613836911404	0.0280486535356755	1.48069867552247	1.31758428903442	-0.564516228816958	18	50266886	50267516	631	-	37	29	33	44	31	28	19	19	28	30	48	26	22	39	16	36	21	28	52	48	14	22	16	25	18	27	18	16	21
ENSG00000141696	E005	6.12697820457345	0.0249097117496144	14.8245122805672	0.000117991862796081	0.025122690281691	0.896776738911649	0.60986386424432	-1.16393648772624	17	41802424	41802710	287	-	11	10	11	10	5	8	8	5	4	5	13	5	5	6	7	1	9	10	22	8	5	3	3	1	5	4	0	2	5
ENSG00000141699	E002	450.53443646703	0.00650699235649219	18.4260322612324	1.76628423590837e-05	0.00810632907431698	2.66689224511083	2.6066754130339	-0.200499089714631	17	42579515	42581328	1814	-	525	405	459	810	340	374	431	313	502	575	619	425	521	468	284	374	432	505	1061	1341	365	503	301	410	398	549	325	347	328
ENSG00000141994	E002	5.52202796293285	0.0144843266507388	13.0192612502795	0.000308303414866386	0.0415160440654011	0.908388423369491	0.662408078142453	-0.980940794196492	19	5785140	5785275	136	-	8	4	3	11	6	5	5	2	1	9	17	6	7	5	4	2	2	9	11	28	7	1	1	5	4	9	4	3	4
ENSG00000142235	E012	10.6421512998195	0.0221643739110857	13.4408178362645	0.000246208266623804	0.0369617226033178	0.998614539626547	1.23022132307155	0.834386351095927	19	48502433	48502581	149	-	15	13	9	8	2	10	4	11	3	15	13	9	9	5	4	3	6	5	17	19	4	18	8	10	14	46	8	12	28
ENSG00000142327	E004	10.0151104228654	0.0228992285220685	13.5148076177571	0.000236688394739064	0.0361831849376173	0.978609070425131	1.16164942368347	0.6651416369769	2	240572423	240572563	141	+	9	10	11	12	3	2	12	9	8	15	13	13	8	1	7	10	9	11	14	13	4	9	18	17	14	20	6	9	15
ENSG00000142327	E033	120.096421690281	0.0165684723973647	16.2551877830236	5.53578109175386e-05	0.016245118185102	2.11268364141953	2.00409204668906	-0.363923338136264	2	240577691	240578724	1034	+	122	146	155	210	113	89	117	74	87	218	259	103	102	102	69	109	107	139	237	395	70	111	103	66	117	146	50	68	135
ENSG00000142444	E006	10.7060477028674	0.0176727900636467	14.023102043949	0.000180578343487783	0.0317133899036474	1.10189296603411	0.877404922593049	-0.832126195177166	19	10933361	10933515	155	+	14	16	25	18	10	9	9	4	8	23	14	8	5	10	13	7	12	18	25	35	10	9	2	2	8	16	4	2	5
ENSG00000142459	E030	5.52820303007577	0.0166566397706068	13.3419308211726	0.000259536983841918	0.0380868731405529	0.757169518789638	0.966426064147304	0.807578152256071	19	7862388	7862534	147	+	5	4	6	8	0	5	3	3	1	4	4	3	5	2	4	2	4	5	11	18	2	4	5	7	4	13	10	6	23
ENSG00000142599	E065	8.74967862280848	0.0832082064986543	13.5942407066143	0.000226880516266334	0.0354287030351292	0.870834186193038	1.18851577472903	1.1673064972011	1	8817272	8817465	194	-	9	10	9	4	4	9	8	2	2	12	7	4	16	4	0	10	3	8	9	15	5	5	11	11	13	19	11	10	30
ENSG00000142675	E048	9.6042180017202	0.0186751493244648	20.7225057403952	5.30883608036889e-06	0.00388639582996463	0.970096560081504	1.15852931656852	0.685640507444455	1	26189279	26189846	568	+	17	6	11	12	2	1	9	5	4	5	13	6	2	11	9	9	4	6	6	12	4	23	3	7	15	30	14	9	31
ENSG00000142686	E004	4.74183401745433	0.0476605109852813	13.8001495594636	0.000203320044060932	0.0336008876423371	0.672091674689485	0.918817410768281	0.979412653568172	1	35716501	35716675	175	-	2	3	1	3	4	3	5	3	3	9	9	2	6	2	3	4	6	4	4	2	2	8	7	7	11	10	6	3	9
ENSG00000142871	E015	267.837423797519	0.0232005330833715	21.7841362438026	3.05112487300669e-06	0.00264904338463536	2.2106729574529	2.08911717935312	-0.406688931469083	1	85582740	85583653	914	+	884	72	67	247	101	77	441	187	69	69	2149	91	488	215	187	79	91	115	316	2434	476	63	57	21	48	117	30	34	81
ENSG00000142949	E063	131.21194072002	0.00595028464735556	18.7467581398736	1.49276907998124e-05	0.0072703996921642	2.11915543859595	2.18730591136141	0.227994754603563	1	43621935	43622283	349	+	130	109	120	125	103	92	111	73	81	172	232	120	86	88	65	85	124	141	268	328	90	157	155	187	184	250	130	139	148
ENSG00000143126	E027	6.08159314386353	0.022231143344563	13.5940534343746	0.000226903151029726	0.0354287030351292	0.794534035338066	1.00840146893296	0.813909092765253	1	109270134	109270425	292	+	4	5	2	11	3	7	6	2	4	4	10	6	4	2	2	3	4	9	7	6	2	14	7	9	15	21	3	9	8
ENSG00000143155	E005	7.44375952766339	0.02706126133879	14.4570706765014	0.000143390545930674	0.0280308070620485	0.861708496041199	1.06601930875491	0.762531338132603	1	168191369	168191500	132	+	10	6	1	10	6	9	3	6	7	2	3	6	10	3	6	5	10	11	14	9	5	16	10	16	6	11	17	7	3
ENSG00000143179	E011	9.54388148157898	0.013432920387536	12.8545945038067	0.000336651649394903	0.0436461982519043	0.970669234447325	1.14267980604148	0.626853451837361	1	165896190	165896332	143	+	13	9	11	15	6	6	8	2	5	10	11	12	8	3	7	2	13	8	11	13	5	15	11	15	16	14	8	13	18
ENSG00000143319	E003	189.473854583565	0.0074845362744715	18.9099961072321	1.37032747336459e-05	0.00691650821372116	2.30461573921227	2.2510048583456	-0.179036443411802	1	156721895	156723462	1568	-	238	184	215	264	118	167	180	128	184	244	352	155	204	174	139	141	183	180	315	495	158	207	171	155	210	314	140	137	159
ENSG00000143393	E031	321.02103690768	0.00541675237481023	16.5598651018415	4.71381244383808e-05	0.0146654780033453	2.51904785855613	2.45972544568826	-0.197705959503667	1	151315673	151316509	837	-	340	288	317	499	228	270	305	207	231	398	680	261	320	267	187	316	275	380	644	1070	414	311	230	293	233	281	220	230	410
ENSG00000143437	E001	12.2176752175431	0.0454750995498422	13.0367208044786	0.000305442441602218	0.0413972904126383	1.17005786891054	0.894670915177988	-1.01052273908589	1	150809713	150810093	381	-	4	6	17	29	13	13	10	10	14	8	29	5	19	22	10	16	24	20	33	23	11	10	5	3	3	11	6	12	2
ENSG00000143515	E043	195.838460035356	0.00821652014864412	21.8637856251995	2.92706129794106e-06	0.00260242693047443	2.33395094511038	2.2284287746119	-0.352385938621498	1	154349842	154351303	1462	+	259	178	184	289	188	161	202	149	216	325	350	232	174	202	161	182	215	218	292	328	78	205	142	228	195	233	129	159	143
ENSG00000143614	E003	1710.72555388372	0.00717791987096758	19.9640417341584	7.89122913972658e-06	0.00488871998130589	3.25067661411884	3.19349998507787	-0.19005070034634	1	153804725	153809809	5085	-	1815	1392	1278	3501	1233	1728	1376	1276	1713	1593	1970	1476	1892	1586	1509	1698	1512	2144	3778	5048	1925	2071	1245	1987	1410	1601	1568	1544	1123
ENSG00000143614	E013	83.0094296146805	0.0123545655548285	13.5522906879339	0.000232008092384182	0.0359240329459781	1.90854236320687	1.97791700299284	0.23311716838061	1	153816273	153816585	313	-	79	53	56	162	55	78	64	59	50	48	73	76	86	84	71	73	68	112	203	225	79	86	80	103	87	113	71	101	112
ENSG00000143624	E018	6.50769836331048	0.0515311250815907	21.302680753357	3.92182670384613e-06	0.00319764703169954	0.952079601228305	0.553387831249752	-1.62682636583351	1	153753701	153753818	118	+	5	9	6	16	16	10	4	6	6	11	2	3	12	7	11	8	18	8	10	4	4	1	4	1	2	6	0	3	4
ENSG00000143633	E016	17.9753232576196	0.0419926241139159	14.2475879347105	0.000160266077640644	0.0299519961619114	1.22270271392489	1.39276070703331	0.594391832283699	1	231236696	231238856	2161	-	13	16	20	46	16	15	8	9	20	16	15	11	19	17	15	11	7	32	31	13	16	33	18	27	13	27	22	28	18
ENSG00000143753	E010	246.779049169542	0.0155928717794059	13.2830395487309	0.000267817936834171	0.0385304244087363	2.38407849211579	2.32522216812983	-0.196385023124209	1	224192441	224193441	1001	+	260	199	182	599	186	213	169	187	232	228	210	239	209	253	233	267	207	348	721	1264	249	267	177	234	167	151	148	193	145
ENSG00000143799	E066	11.644144317778	0.0621563364788852	14.0929624844019	0.000173993556161405	0.0311215595365365	1.03010291086421	1.27562855475282	0.87834518391436	1	226402214	226402379	166	-	11	7	7	11	4	5	6	6	6	6	4	5	7	6	5	5	2	24	18	65	14	16	13	15	16	23	13	9	41
ENSG00000143847	E053	9.69027382481752	0.0185348786394394	13.5028367166262	0.000238203090675359	0.0362800412044598	0.972131752675452	1.17401596573541	0.733281336636561	1	203068453	203068600	148	+	9	9	10	8	10	6	4	0	7	11	15	5	8	6	6	2	11	8	7	15	7	8	19	14	14	31	12	17	15
ENSG00000143870	E024	13.0750028654753	0.109285306918123	13.1883321476154	0.00028169749042885	0.0396678229514233	1.03678435284756	1.34926023057677	1.11102429517304	2	10823120	10823399	280	-	5	10	8	16	18	3	8	6	15	19	9	4	4	15	10	6	9	25	2	6	9	27	21	17	17	47	9	30	16
ENSG00000143870	E027	8.89827411980681	0.0108451027872371	22.737699649362	1.85688904258467e-06	0.00195334615507893	0.90024400006426	1.17456743232113	1.00538553263243	2	10837524	10837977	454	-	5	11	1	7	11	6	11	4	8	7	8	3	2	7	7	4	8	10	8	14	8	18	14	16	11	22	10	18	9
ENSG00000144406	E016	91.2017596701219	0.0258955844091335	16.1711725769381	5.78680942947809e-05	0.0165054563234643	1.92121277819875	2.09244251892549	0.574505768957513	2	209818993	209819261	269	+	109	61	45	114	59	58	70	61	63	69	77	64	62	62	39	66	88	135	219	193	66	113	130	161	155	178	140	127	64
ENSG00000144567	E029	1064.45900443026	0.0177594110340082	14.6150301753129	0.00013185868594213	0.0267192451033142	3.05126114571486	2.97835714784054	-0.242416404006486	2	219182414	219183492	1079	+	1153	865	1075	1904	569	858	1005	814	1019	1293	1719	925	908	729	778	888	885	1310	2607	3862	1108	1227	606	1141	1046	1076	848	1099	690
ENSG00000144567	E031	118.482022194151	0.0297231531850713	13.9716013227908	0.000185592848125971	0.032114968303609	2.04735103643225	2.16228310648783	0.384828122943235	2	219183801	219185475	1675	+	112	73	53	253	113	84	94	65	96	98	157	107	97	106	85	89	86	133	226	372	86	161	135	159	128	125	173	140	136
ENSG00000144645	E045	4.94634385743492	0.0276225292467681	14.4950429317735	0.000140528852931993	0.0278248066186875	0.687512686926341	0.946261492810068	1.01787353516121	3	31969403	31969555	153	-	7	6	5	8	2	1	2	1	6	5	4	1	1	4	4	4	5	5	5	2	1	8	9	6	7	15	12	4	9
ENSG00000144802	E001	22.7178532906479	0.0927369536556342	12.8345428579349	0.00034027858474303	0.0438488886038815	1.24665328527664	1.5332814979352	0.993434907792654	3	101829613	101829688	76	+	24	20	16	49	22	14	15	14	27	17	15	20	22	17	20	26	14	32	37	97	8	17	25	22	14	21	27	27	41
ENSG00000144810	E017	19.6549668390028	0.0362530097715561	12.7755399064812	0.000351181243013328	0.0447115373706597	1.17373581129679	0.912498886452041	-0.955948825367621	3	99794509	99796733	2225	+	20	19	16	36	69	9	56	6	26	55	49	25	17	18	10	9	46	2	60	29	5	3	6	0	2	3	3	5	9
ENSG00000144815	E037	6.22876254471678	0.0481842534869931	13.0660659718427	0.000300694026112821	0.0411167153737398	0.77011695858419	1.02129134759688	0.958461068207188	3	101795899	101795981	83	+	5	6	5	24	2	2	5	3	7	0	2	5	5	8	6	5	6	6	7	7	3	5	11	10	13	7	7	5	13
ENSG00000144824	E003	4.65661788194644	0.0923369804209338	20.2322520140386	6.85868051201748e-06	0.004573103999328	0.749465119026185	0.126886715842755	-3.7660475454072	3	111859291	111859576	286	+	1	1	2	3	6	3	15	1	1	27	22	2	26	3	2	3	13	3	2	1	3	0	0	0	0	1	0	0	1
ENSG00000144893	E027	4.67950670715471	0.0138475154788474	13.0788107020234	0.000298655016125349	0.0409697226220295	0.67304258991854	0.916250235247348	0.965700278814408	3	151193667	151193745	79	+	7	4	1	7	4	5	1	7	6	3	1	1	4	3	2	3	5	1	8	3	6	12	5	15	7	9	5	7	0
ENSG00000145087	E032	39.6179526733341	0.0239232140700351	15.2341861635047	9.49686148684228e-05	0.0224224065324842	1.58342657355782	1.71074183051077	0.432721393451314	3	121378716	121378886	171	+	34	23	28	52	19	29	19	22	29	22	30	28	34	32	24	36	29	56	91	151	44	48	34	73	47	65	67	57	35
ENSG00000145241	E024	20.2490790166981	0.00477235402411213	12.7180722546905	0.000362138872637316	0.0455876631891713	1.27955527394614	1.42603790044597	0.509326855632524	4	67518156	67518368	213	-	21	14	13	34	20	26	6	7	22	15	11	14	21	27	18	17	15	24	48	53	24	20	31	18	31	38	18	19	14
ENSG00000145287	E002	5.4847800553513	0.0645379004275799	13.6083490948596	0.000225181823935212	0.0353655294260643	0.723431684090194	0.967796229944073	0.949675630024002	4	83059496	83060102	607	-	5	5	6	12	6	9	4	3	5	5	2	3	4	3	4	4	7	6	9	4	4	13	4	6	7	18	6	2	4
ENSG00000145362	E128	3.99083448163607	0.012011241707122	14.0474972141278	0.000178250897559296	0.0315905487698645	0.774915869127333	0.457547206337099	-1.40768966248444	4	113339226	113339322	97	+	9	2	2	9	6	4	3	4	5	2	7	1	7	3	6	7	3	5	11	13	4	3	3	1	2	1	2	1	2
ENSG00000145623	E025	7.33318383295762	0.150733398538452	13.4891354088096	0.000239948730456056	0.0363840975203516	0.727814146265847	1.14348220576103	1.57216178604253	5	38944201	38944319	119	+	5	2	4	11	8	4	3	9	5	4	5	4	14	11	11	12	5	7	17	18	5	3	15	13	7	3	8	10	3
ENSG00000145721	E001	477.181476308314	0.0457442735369061	15.6354547630498	7.6801019263334e-05	0.0195695990424561	2.57453363375896	2.48121277966461	-0.310929074170222	5	97091867	97095035	3169	-	176	564	218	1061	486	469	287	326	435	315	205	404	445	1286	335	310	596	353	1324	3199	1415	286	350	200	208	168	183	77	81
