ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
6613	ENSG00000116984	MTR	chr1	+	236886291	236889336	236886291	236886367	236889180	236889336	6613	489,403,347,587,310,499,347,379,475,516,521,426,555,577,386,456,499,603,733,557,342	18,15,15,46,15,16,20,16,22,12,25,16,18,21,13,24,14,23,29,62,30	596,404,603,574,864,508,537,396	16,8,14,10,17,13,10,25	2888	75	0.00014479728659	0.00327021119064	0.414,0.411,0.375,0.249,0.349,0.447,0.311,0.381,0.359,0.528,0.351,0.409,0.445,0.416,0.435,0.33,0.481,0.405,0.396,0.189,0.228	0.492,0.567,0.528,0.598,0.569,0.504,0.582,0.291	-0.14
6632	ENSG00000084754	HADHA	chr2	-	26190654	26191628	26190654	26191395	26191482	26191628	6632	6,9,8,19,19,18,20,16,12,26,47,17,6,10,9,8,7,14,14,56,10	40,57,54,91,44,43,49,27,45,69,76,41,31,45,26,33,36,47,126,304,75	16,15,13,19,33,11,4,29	39,26,39,30,35,29,25,39	162	75	1.2920645205e-05	0.000459901399788	0.065,0.068,0.064,0.088,0.167,0.162,0.159,0.215,0.11,0.149,0.223,0.161,0.082,0.093,0.138,0.101,0.083,0.121,0.049,0.079,0.058	0.16,0.211,0.134,0.227,0.304,0.149,0.069,0.256	-0.073
6712	ENSG00000076864	RAP1GAP	chr1	-	21602803	21603912	21602803	21602913	21603834	21603912	6712	819,799,1064,1024,580,1026,815,676,723,938,2775,507,1018,530,612,881,799,802,1261,444,380	30,19,10,30,24,11,31,21,21,31,12,17,26,13,8,22,14,30,21,42,11	651,280,446,497,1006,440,521,917	41,10,34,20,61,50,34,61	996	75	1.56347157443e-11	5.23707387133e-09	0.673,0.76,0.889,0.72,0.645,0.875,0.664,0.708,0.722,0.695,0.946,0.692,0.747,0.754,0.852,0.751,0.811,0.668,0.819,0.443,0.722	0.545,0.678,0.497,0.652,0.554,0.399,0.536,0.531	0.192
6807	ENSG00000120896	SORBS3	chr8	+	22565825	22566484	22565825	22565872	22566344	22566484	6807	26,41,27,30,40,38,34,21,12,53,48,30,29,28,28,41,38,24,34,45,10	16,27,20,41,26,12,27,7,15,24,56,20,11,13,7,19,21,19,38,67,10	26,16,9,24,51,15,11,34	20,24,21,18,45,14,12,37	547	75	0.00300615880933	0.0357104792798	0.182,0.172,0.156,0.091,0.174,0.303,0.147,0.291,0.099,0.232,0.105,0.171,0.266,0.228,0.354,0.228,0.199,0.148,0.109,0.084,0.121	0.151,0.084,0.056,0.155,0.134,0.128,0.112,0.112	0.067
6838	ENSG00000293957	NA	chr7	-	32580934	32581664	32580934	32581313	32581571	32581664	6838	37,27,14,79,45,48,16,35,37,14,29,20,31,39,24,34,48,37,48,56,21	2,3,2,4,5,0,3,0,3,3,3,2,1,1,2,2,2,1,3,3,0	26,22,24,22,33,27,15,6	2,3,0,2,0,0,0,0	333	75	0.00014082481779	0.00321582152405	0.806,0.67,0.612,0.816,0.67,1.0,0.546,1.0,0.735,0.512,0.685,0.693,0.875,0.898,0.73,0.793,0.844,0.893,0.783,0.808,1.0	0.745,0.623,1.0,0.712,1.0,1.0,1.0,1.0	-0.106
6842	ENSG00000170889	RPS9	chr19	+	54206275	54206724	54206275	54206462	54206552	54206724	6842	41,20,38,78,20,33,28,24,24,47,50,23,36,23,18,26,21,32,36,129,32	2,7,13,19,8,6,5,1,1,7,26,2,7,12,4,4,13,10,19,16,4	20,32,28,40,20,16,23,36	5,4,3,5,1,1,1,5	165	75	0.00199425925117	0.0267593626567	0.903,0.565,0.571,0.651,0.532,0.714,0.718,0.916,0.916,0.753,0.466,0.839,0.7,0.466,0.672,0.747,0.423,0.593,0.463,0.786,0.784	0.645,0.784,0.809,0.784,0.901,0.879,0.913,0.766	-0.135
6861	ENSG00000204482	LST1	chr6	+	31587199	31588909	31587199	31587318	31588517	31588909	6861	1,11,23,41,11,6,14,4,5,14,40,11,12,24,7,11,7,6,12,18,3	1,3,6,8,0,2,2,2,0,3,9,0,2,0,0,3,1,2,3,4,9	17,10,11,3,7,8,1,23	1,1,0,0,1,0,0,1	1274	75	1.63330863723e-07	1.21913082012e-05	0.056,0.178,0.184,0.232,1.0,0.15,0.292,0.105,1.0,0.216,0.207,1.0,0.261,1.0,1.0,0.178,0.292,0.15,0.191,0.209,0.019	0.5,0.371,1.0,1.0,0.292,1.0,1.0,0.575	-0.34
6866	ENSG00000087274	ADD1	chr4	+	2908514	2909431	2908514	2908604	2909338	2909431	6866	136,126,130,460,186,171,178,136,137,178,172,100,203,169,212,221,125,157,191,263,63	27,22,19,45,19,12,19,15,22,25,30,33,15,12,9,22,16,29,50,67,6	101,108,128,91,155,89,82,143	39,16,47,26,26,43,41,20	809	75	1.52438754386e-06	7.89996073248e-05	0.318,0.347,0.388,0.487,0.476,0.569,0.465,0.457,0.366,0.398,0.347,0.219,0.556,0.566,0.686,0.482,0.42,0.334,0.262,0.267,0.493	0.194,0.385,0.202,0.245,0.356,0.161,0.156,0.399	0.162
6868	ENSG00000135446	CDK4	chr12	-	57751206	57751736	57751206	57751342	57751499	57751736	6868	16,6,4,12,18,11,6,11,9,14,19,12,10,22,9,11,14,13,11,20,4	34,28,22,45,17,20,33,20,28,43,37,29,25,35,10,29,31,33,48,159,35	12,5,16,15,13,8,9,9	18,10,12,26,19,14,15,27	232	75	0.00155238452401	0.0219617397583	0.132,0.065,0.056,0.079,0.255,0.151,0.056,0.151,0.094,0.095,0.142,0.118,0.115,0.169,0.225,0.109,0.127,0.113,0.069,0.039,0.036	0.177,0.139,0.301,0.157,0.181,0.156,0.162,0.097	-0.057
7085	ENSG00000100462	PRMT5	chr14	-	22920528	22921056	22920528	22920731	22920839	22921056	7085	76,57,62,112,33,53,40,29,59,41,90,47,45,51,43,68,70,77,181,323,97	0,1,2,0,0,0,0,0,0,1,0,2,0,2,1,2,0,2,2,0,0	61,49,72,26,18,42,58,43	4,2,3,1,0,4,3,0	183	75	2.91736289282e-06	0.000133850750706	1.0,0.959,0.927,1.0,1.0,1.0,1.0,1.0,1.0,0.944,1.0,0.906,1.0,0.913,0.946,0.933,1.0,0.94,0.974,1.0,1.0	0.862,0.909,0.908,0.914,1.0,0.811,0.888,1.0	0.062
7142	ENSG00000104889	RNASEH2A	chr19	+	12807205	12807506	12807205	12807329	12807418	12807506	7142	0,2,0,1,2,2,1,1,0,2,5,1,2,0,3,2,2,1,2,2,1	13,7,4,23,9,15,4,7,9,14,21,4,3,11,4,6,10,11,18,32,10	1,0,1,5,1,5,1,6	5,3,7,1,3,2,5,13	164	75	0.0032963767059	0.0378534555826	0.0,0.116,0.0,0.019,0.092,0.057,0.103,0.061,0.0,0.061,0.098,0.103,0.234,0.0,0.255,0.132,0.084,0.04,0.048,0.028,0.044	0.084,0.0,0.061,0.696,0.132,0.533,0.084,0.174	-0.145
7157	ENSG00000140678	ITGAX	chr16	+	31360309	31361213	31360309	31360463	31361062	31361213	7157	58,8,34,90,27,41,27,27,20,30,89,38,22,23,31,74,13,38,25,115,33	0,0,2,3,0,3,0,0,0,1,5,1,3,2,1,5,0,2,3,7,0	41,28,28,25,15,38,7,81	1,1,0,0,0,0,0,3	674	75	7.08983051156e-08	5.90937373139e-06	1.0,1.0,0.654,0.769,1.0,0.603,1.0,1.0,1.0,0.769,0.665,0.809,0.449,0.561,0.775,0.622,1.0,0.679,0.481,0.646,1.0	0.82,0.757,1.0,1.0,1.0,1.0,1.0,0.75	-0.131
7162	ENSG00000126822	PLEKHG3	chr14	+	64731360	64731806	64731360	64731543	64731713	64731806	7162	4,8,6,19,14,6,8,7,2,6,15,6,13,10,10,19,3,19,26,14,1	11,18,19,82,35,24,20,13,12,16,18,16,29,45,49,46,8,29,56,167,5	10,10,10,7,16,20,10,72	28,26,12,8,16,16,14,84	245	75	2.43714376458e-08	2.53919915972e-06	0.1,0.12,0.088,0.066,0.109,0.071,0.109,0.142,0.049,0.103,0.203,0.103,0.121,0.064,0.059,0.112,0.103,0.167,0.124,0.025,0.058	0.099,0.105,0.203,0.211,0.234,0.277,0.179,0.208	-0.09
7184	ENSG00000081059	TCF7	chr5	+	134142720	134143100	134142720	134142883	134142992	134143100	7184	8,7,8,25,6,16,6,9,16,10,48,4,18,5,6,7,16,11,15,15,8	0,0,3,1,1,1,0,0,0,0,0,1,0,1,2,0,1,0,1,3,0	7,7,6,6,13,2,2,16	1,0,2,1,4,2,1,1	184	75	4.51950835685e-05	0.00128147382849	1.0,1.0,0.521,0.911,0.71,0.867,1.0,1.0,1.0,1.0,1.0,0.62,1.0,0.671,0.55,1.0,0.867,1.0,0.859,0.671,1.0	0.74,1.0,0.55,0.71,0.57,0.29,0.449,0.867	0.222
7194	ENSG00000122966	CIT	chr12	-	119712177	119712695	119712177	119712347	119712590	119712695	7194	123,137,189,117,164,150,181,118,104,253,217,96,154,83,121,68,182,92,138,32,52	105,104,117,164,94,91,102,53,81,188,164,99,86,68,56,61,120,128,266,218,69	146,216,179,256,263,109,139,165	122,116,143,146,92,108,102,47	318	75	0.00159544102231	0.0224438834109	0.216,0.237,0.276,0.144,0.292,0.28,0.295,0.344,0.232,0.241,0.238,0.186,0.297,0.224,0.338,0.208,0.263,0.145,0.109,0.033,0.151	0.22,0.305,0.228,0.293,0.403,0.192,0.243,0.453	-0.066
7195	ENSG00000122966	CIT	chr12	-	119718698	119720585	119718698	119718804	119720477	119720585	7195	355,459,444,684,425,641,416,422,423,400,416,264,641,367,415,236,745,320,588,144,277	8,6,2,1,0,1,5,3,2,2,0,3,1,0,2,2,3,3,8,2,1	464,396,353,417,460,364,403,159	8,3,3,7,12,1,4,3	1748	75	0.000293614874637	0.00599699662383	0.656,0.766,0.905,0.967,1.0,0.965,0.781,0.858,0.901,0.896,1.0,0.791,0.965,1.0,0.899,0.835,0.914,0.821,0.759,0.755,0.922	0.713,0.85,0.835,0.719,0.622,0.94,0.812,0.695	0.101
7196	ENSG00000122966	CIT	chr12	-	119718698	119720585	119718698	119718816	119720477	119720585	7196	338,449,435,670,419,624,404,417,414,379,397,252,627,356,411,231,731,312,573,132,269	123,94,62,133,96,89,83,69,107,112,69,101,110,62,65,67,103,89,180,119,57	453,380,338,398,412,347,380,151	155,115,142,153,238,100,128,67	1736	75	5.25135490648e-14	3.28275323591e-11	0.106,0.171,0.233,0.179,0.159,0.232,0.174,0.207,0.143,0.128,0.199,0.097,0.198,0.199,0.215,0.13,0.235,0.132,0.121,0.046,0.169	0.112,0.125,0.093,0.101,0.07,0.13,0.114,0.089	0.061
7242	ENSG00000251600	GUSBP5	chr4	+	143865002	143866076	143865002	143865139	143865970	143866076	7242	86,74,64,120,99,97,54,56,121,88,55,108,88,93,47,52,92,78,116,94,56	22,23,11,70,37,21,21,8,31,34,24,19,30,18,13,16,16,23,56,169,35	122,75,154,110,103,90,88,13	14,10,19,16,8,14,21,13	906	75	5.81600641116e-05	0.00156167215651	0.244,0.21,0.325,0.124,0.181,0.277,0.176,0.367,0.244,0.176,0.159,0.32,0.195,0.3,0.23,0.212,0.322,0.219,0.146,0.044,0.117	0.419,0.383,0.402,0.363,0.516,0.347,0.258,0.076	-0.127
7307	ENSG00000197448	GSTK1	chr7	+	143264991	143265296	143264991	143265092	143265260	143265296	7307	82,73,84,105,73,73,63,54,67,125,171,50,101,65,54,83,75,89,129,129,16	52,43,51,73,36,23,57,43,40,47,83,24,52,41,22,55,45,40,92,187,51	85,92,101,127,165,66,65,161	25,52,31,40,65,33,33,92	243	75	0.000681155921197	0.011566929582	0.327,0.344,0.337,0.307,0.385,0.495,0.254,0.279,0.341,0.451,0.389,0.391,0.375,0.329,0.431,0.318,0.34,0.407,0.302,0.176,0.088	0.512,0.353,0.501,0.495,0.439,0.382,0.378,0.351	-0.09
7318	ENSG00000175455	CCDC14	chr3	-	123955842	123956115	123955842	123955965	123956045	123956115	7318	22,23,8,43,19,18,7,12,42,9,29,24,27,36,27,29,24,36,36,50,11	0,1,1,7,1,2,3,0,3,4,7,2,1,4,2,2,1,1,10,10,2	25,17,28,24,21,25,25,11	0,1,3,0,3,0,2,0	155	75	0.000110105640826	0.00265106983113	1.0,0.918,0.795,0.748,0.902,0.813,0.53,1.0,0.871,0.521,0.667,0.853,0.929,0.813,0.867,0.875,0.921,0.946,0.635,0.708,0.727	1.0,0.892,0.819,1.0,0.772,1.0,0.858,1.0	-0.106
7356	ENSG00000113108	APBB3	chr5	-	140561586	140562227	140561586	140561701	140562099	140562227	7356	157,96,120,129,114,94,116,44,89,147,336,110,82,77,61,79,101,72,98,141,44	1,1,0,5,1,0,0,1,0,2,0,0,1,4,0,0,0,3,4,22,4	93,104,83,128,149,55,65,177	0,0,1,0,1,0,0,0	473	75	3.08357508416e-08	2.99436097007e-06	0.961,0.938,1.0,0.804,0.948,1.0,1.0,0.875,1.0,0.921,1.0,1.0,0.929,0.753,1.0,1.0,1.0,0.792,0.795,0.504,0.636	1.0,1.0,0.929,1.0,0.959,1.0,1.0,1.0	-0.088
7400	ENSG00000106123	EPHB6	chr7	+	142865959	142866605	142865959	142866316	142866480	142866605	7400	39,60,61,62,81,52,44,35,58,114,94,50,65,33,49,75,44,62,79,44,20	168,151,150,191,113,132,183,129,160,228,180,127,112,99,87,143,125,270,383,594,140	108,73,82,104,227,86,79,82	175,122,171,119,182,166,189,130	239	75	1.33226762955e-15	1.21139462098e-12	0.068,0.111,0.113,0.092,0.184,0.11,0.07,0.078,0.102,0.136,0.141,0.11,0.154,0.095,0.15,0.141,0.099,0.067,0.061,0.023,0.043	0.162,0.158,0.131,0.215,0.281,0.14,0.116,0.165	-0.069
7405	ENSG00000196295	GARS1-DT	chr7	-	30576563	30578091	30576563	30576710	30577648	30578091	7405	178,71,31,394,109,202,60,69,150,99,121,126,151,167,96,144,74,185,201,217,81	22,11,23,18,29,16,24,10,40,29,24,18,29,24,15,19,31,33,39,22,5	151,112,146,108,105,106,108,89	25,28,29,55,52,24,18,23	1013	75	0.00305029304179	0.0360338528434	0.375,0.323,0.091,0.618,0.218,0.483,0.156,0.338,0.217,0.202,0.272,0.341,0.278,0.34,0.322,0.359,0.15,0.293,0.276,0.422,0.545	0.309,0.228,0.272,0.127,0.13,0.246,0.308,0.223	0.085
7427	ENSG00000290927	NA	chr16	+	31705348	31706034	31705348	31705472	31705889	31706034	7427	15,14,19,9,11,15,27,8,15,29,26,11,14,16,10,9,14,15,15,13,2	6,1,0,7,0,6,3,1,0,3,7,3,2,2,1,1,0,3,2,6,2	17,13,12,24,33,11,6,19	0,0,1,3,3,1,1,0	492	75	0.00188740735887	0.025579740384	0.276,0.681,1.0,0.164,1.0,0.276,0.578,0.549,1.0,0.596,0.362,0.359,0.516,0.549,0.604,0.578,1.0,0.433,0.533,0.248,0.132	1.0,1.0,0.647,0.549,0.626,0.626,0.478,1.0	-0.196
7442	ENSG00000141503	MINK1	chr17	+	4889646	4890735	4889646	4889763	4890221	4890735	7442	40,36,45,24,60,22,33,23,17,51,53,25,28,10,18,49,43,16,35,16,4	49,24,36,26,21,22,42,30,26,47,63,38,17,15,18,19,25,21,32,29,2	37,52,31,54,126,24,20,80	38,15,29,14,23,17,22,9	533	75	0.000215983243261	0.00463576051308	0.103,0.174,0.15,0.115,0.287,0.123,0.1,0.097,0.084,0.132,0.106,0.085,0.188,0.086,0.123,0.266,0.195,0.097,0.133,0.072,0.22	0.121,0.328,0.131,0.352,0.435,0.166,0.113,0.556	-0.135
7443	ENSG00000141503	MINK1	chr17	+	4889646	4890735	4889646	4889763	4890516	4890735	7443	126,153,177,146,186,112,140,80,94,184,249,91,97,78,83,170,155,97,143,92,24	30,24,49,28,20,25,38,23,14,41,44,25,26,24,13,26,20,19,36,62,17	142,166,110,177,318,97,85,295	46,21,19,14,43,13,15,31	828	75	0.0020168369871	0.0267893805378	0.276,0.366,0.247,0.321,0.457,0.289,0.25,0.24,0.378,0.289,0.339,0.248,0.253,0.227,0.366,0.372,0.412,0.316,0.265,0.118,0.113	0.219,0.417,0.344,0.534,0.401,0.403,0.339,0.463	-0.098
7445	ENSG00000137822	TUBGCP4	chr15	+	43401715	43403799	43401715	43401850	43403682	43403799	7445	355,307,218,540,234,373,275,252,380,301,377,318,363,279,282,325,311,418,638,604,309	31,11,19,29,12,14,18,22,22,16,11,20,20,20,12,25,38,20,42,54,9	351,232,379,249,461,316,292,146	30,35,29,17,31,23,33,13	1907	75	0.00235823867792	0.0301490659367	0.311,0.523,0.311,0.423,0.434,0.512,0.375,0.311,0.405,0.425,0.574,0.385,0.417,0.354,0.48,0.338,0.243,0.451,0.374,0.306,0.575	0.315,0.207,0.339,0.366,0.369,0.351,0.258,0.306	0.092
7581	ENSG00000103507	BCKDK	chr16	+	31110400	31111219	31110400	31110499	31111090	31111219	7581	13,26,34,40,42,39,39,13,25,73,40,49,18,30,29,33,50,37,40,16,13	4,1,2,4,3,2,3,4,0,3,7,0,1,0,2,2,2,1,3,4,0	30,37,48,37,53,21,30,39	0,0,5,0,2,0,1,1	666	75	0.000775216961602	0.0128585738805	0.268,0.745,0.657,0.53,0.612,0.687,0.594,0.268,1.0,0.733,0.392,1.0,0.67,1.0,0.62,0.65,0.738,0.806,0.6,0.311,1.0	1.0,1.0,0.519,1.0,0.749,1.0,0.772,0.815	-0.196
7675	ENSG00000013375	PGM3	chr6	-	83187007	83191014	83187007	83188798	83190808	83191014	7675	173,135,108,318,164,178,60,98,142,130,87,112,191,179,169,179,183,180,392,220,267	24,24,11,54,15,9,14,18,20,15,29,19,23,33,19,18,13,24,42,141,57	168,167,203,128,125,137,180,64	18,18,11,17,18,10,11,11	2085	75	0.00330808611673	0.0379443547472	0.206,0.168,0.261,0.175,0.282,0.416,0.134,0.164,0.203,0.238,0.097,0.175,0.23,0.163,0.242,0.263,0.336,0.212,0.251,0.053,0.144	0.251,0.25,0.399,0.213,0.2,0.33,0.371,0.173	-0.063
7722	ENSG00000168268	NT5DC2	chr3	-	52527616	52527931	52527616	52527718	52527828	52527931	7722	4,3,9,7,5,6,6,5,5,0,11,0,2,7,5,8,5,3,7,3,1	24,24,17,23,19,19,23,12,16,43,50,19,25,12,12,17,19,19,53,57,8	1,1,0,2,3,1,2,2	13,24,22,19,24,19,15,13	185	75	1.03683941918e-05	0.000386957756367	0.063,0.048,0.177,0.11,0.096,0.113,0.096,0.145,0.112,0.0,0.082,0.0,0.031,0.191,0.145,0.16,0.096,0.06,0.051,0.021,0.048	0.03,0.017,0.0,0.041,0.048,0.021,0.051,0.059	0.054
7731	ENSG00000224078	SNHG14	chr15	+	25041973	25042910	25041973	25042515	25042797	25042910	7731	226,166,147,287,207,209,127,131,188,220,179,134,177,172,227,149,216,115,197,155,72	7,8,15,12,4,5,4,2,8,21,16,3,7,5,4,4,8,7,12,6,8	219,208,213,221,253,156,141,96	7,8,5,5,1,2,3,2	357	75	8.13522871872e-05	0.00207044675941	0.872,0.813,0.673,0.834,0.916,0.898,0.87,0.932,0.832,0.688,0.702,0.904,0.842,0.878,0.923,0.887,0.85,0.775,0.775,0.844,0.654	0.868,0.845,0.899,0.903,0.982,0.942,0.908,0.91	-0.08
7752	ENSG00000224078	SNHG14	chr15	+	25203551	25204300	25203551	25203596	25204169	25204300	7752	179,369,508,227,293,404,333,220,214,313,231,153,348,214,261,222,491,216,334,79,54	44,34,24,38,23,20,19,21,31,56,94,33,14,19,8,15,29,49,57,38,10	289,180,203,191,288,203,235,284	41,59,30,93,51,37,37,75	648	75	0.000144359492784	0.00327021119064	0.32,0.557,0.71,0.409,0.596,0.7,0.67,0.548,0.444,0.393,0.221,0.349,0.742,0.566,0.791,0.631,0.662,0.338,0.404,0.194,0.385	0.449,0.261,0.439,0.192,0.395,0.388,0.424,0.305	0.15
7759	ENSG00000198707	CEP290	chr12	-	88053651	88055717	88053651	88053746	88055575	88055717	7759	97,83,46,101,109,129,44,68,90,44,61,74,53,71,124,106,124,74,135,164,30	1,1,4,0,3,3,1,3,0,5,0,1,1,0,0,2,4,0,0,0,0	143,99,152,86,85,89,72,21	5,6,4,4,6,5,1,4	1904	75	1.0943925446e-05	0.000405411638188	0.793,0.766,0.312,1.0,0.589,0.629,0.634,0.472,1.0,0.257,1.0,0.745,0.676,1.0,1.0,0.676,0.55,1.0,1.0,1.0,1.0	0.53,0.394,0.599,0.459,0.358,0.412,0.739,0.171	0.309
7780	ENSG00000092203	TOX4	chr14	+	21487450	21488850	21487450	21487693	21488589	21488850	7780	41,52,13,80,36,37,13,19,77,39,18,36,40,72,43,51,52,69,68,39,58	31,27,29,49,16,19,30,24,26,45,39,24,27,29,16,27,33,33,49,89,33	61,53,55,42,42,27,52,9	35,4,12,10,21,6,9,17	971	75	5.68329803354e-05	0.00153219263966	0.093,0.129,0.033,0.112,0.148,0.131,0.032,0.058,0.186,0.063,0.034,0.104,0.103,0.161,0.172,0.127,0.109,0.139,0.097,0.033,0.12	0.119,0.506,0.261,0.245,0.134,0.258,0.309,0.039	-0.13
7843	ENSG00000007541	PIGQ	chr16	+	580182	580972	580182	580263	580857	580972	7843	100,107,112,71,105,105,94,91,79,237,156,90,89,59,75,97,129,59,66,73,17	52,34,24,47,23,25,27,33,28,54,46,30,36,28,22,39,37,46,111,85,16	138,109,99,150,190,55,63,180	57,21,21,43,63,25,24,23	669	75	0.00423446938835	0.0463382525408	0.177,0.261,0.343,0.145,0.339,0.32,0.281,0.236,0.24,0.33,0.275,0.252,0.217,0.191,0.277,0.218,0.281,0.126,0.062,0.088,0.106	0.213,0.368,0.346,0.281,0.253,0.198,0.227,0.467	-0.067
7870	ENSG00000230910	ADGRB3-DT	chr6	-	68634184	68634719	68634184	68634258	68634464	68634719	7870	172,183,165,206,210,229,151,111,222,198,213,145,241,149,200,199,215,136,161,138,99	6,6,2,16,5,7,13,11,11,5,5,1,10,6,0,5,3,3,20,6,12	230,125,152,95,112,110,141,145	16,6,17,10,21,5,8,9	281	75	3.7681097282e-05	0.00109242415946	0.884,0.891,0.957,0.775,0.918,0.897,0.756,0.729,0.843,0.914,0.919,0.975,0.865,0.869,1.0,0.914,0.95,0.924,0.682,0.86,0.688	0.793,0.848,0.705,0.717,0.587,0.854,0.825,0.811	0.1
7877	ENSG00000113163	CERT1	chr5	-	75400204	75403058	75400204	75400291	75402971	75403058	7877	111,59,43,164,104,126,83,92,90,51,55,91,68,103,82,112,82,70,106,146,59	1,0,0,1,0,0,0,1,3,0,2,0,2,2,1,1,3,2,2,7,0	88,80,81,45,61,57,72,41	2,1,0,1,0,0,0,0	2755	75	0.000128495106558	0.00296814793486	0.751,1.0,1.0,0.817,1.0,1.0,1.0,0.715,0.45,1.0,0.428,1.0,0.481,0.584,0.691,0.753,0.427,0.488,0.591,0.362,1.0	0.545,0.685,1.0,0.551,1.0,1.0,1.0,1.0	-0.108
7881	ENSG00000291091	NA	chr3	-	197614026	197615685	197614026	197614622	197615563	197615685	7881	281,292,200,490,376,392,195,246,428,250,162,246,440,268,370,341,431,363,500,346,258	8,6,7,16,6,9,5,10,21,10,6,10,11,3,16,16,18,18,23,55,9	429,396,432,351,353,360,323,173	47,12,28,12,25,21,28,11	1016	75	0.00175756148256	0.0242805662273	0.722,0.782,0.678,0.693,0.822,0.763,0.742,0.645,0.601,0.649,0.666,0.645,0.747,0.868,0.631,0.611,0.639,0.598,0.616,0.317,0.679	0.403,0.709,0.532,0.683,0.51,0.559,0.46,0.537	0.123
7902	ENSG00000144591	GMPPA	chr2	+	219501475	219502037	219501475	219501579	219501911	219502037	7902	35,30,28,32,29,31,32,17,26,52,46,27,27,26,25,38,32,36,48,32,7	4,1,3,1,2,0,1,0,0,2,0,4,2,0,0,2,1,0,1,1,0	20,30,28,33,33,21,36,32	2,3,1,2,6,1,1,1	407	75	0.00222211327691	0.0288269481137	0.617,0.847,0.632,0.855,0.728,1.0,0.855,1.0,1.0,0.827,1.0,0.554,0.713,1.0,1.0,0.778,0.855,1.0,0.898,0.855,1.0	0.648,0.648,0.838,0.753,0.503,0.795,0.869,0.855	0.119
7937	ENSG00000077522	ACTN2	chr1	+	236735634	236737214	236735634	236735720	236737121	236737214	7937	231,216,269,449,211,201,172,157,255,225,294,154,480,422,266,458,369,220,445,637,354	10,7,5,12,13,7,8,3,14,9,4,4,14,5,4,6,4,15,18,11,10	197,207,223,221,245,204,195,386	9,7,13,7,20,9,14,15	1476	75	0.00123593075575	0.0182866559453	0.54,0.611,0.732,0.655,0.452,0.593,0.522,0.727,0.481,0.56,0.789,0.662,0.635,0.811,0.772,0.795,0.824,0.427,0.557,0.746,0.643	0.527,0.6,0.466,0.616,0.384,0.535,0.414,0.567	0.131
7987	ENSG00000149781	FERMT3	chr11	+	64220219	64221140	64220219	64220669	64221015	64221140	7987	10,7,23,20,12,12,15,7,8,14,14,7,0,10,8,9,17,10,12,15,6	2,2,5,15,1,5,4,0,2,4,14,1,9,5,2,5,3,1,4,10,6	7,9,4,9,10,4,3,32	0,5,0,0,0,0,2,2	421	75	5.95104760615e-05	0.00158304197225	0.471,0.384,0.45,0.192,0.681,0.3,0.4,1.0,0.416,0.384,0.151,0.555,0.0,0.263,0.416,0.243,0.502,0.64,0.348,0.211,0.151	1.0,0.243,1.0,1.0,1.0,1.0,0.211,0.74	-0.386
8037	ENSG00000014138	POLA2	chr11	+	65279537	65281147	65279537	65279626	65280991	65281147	8037	31,40,21,117,35,53,35,23,18,18,28,14,63,84,51,53,23,39,56,43,23	10,9,9,12,11,13,7,3,7,9,16,7,15,16,6,13,11,10,24,24,10	26,21,29,21,20,22,13,24	11,11,7,12,15,7,5,18	1440	75	0.000825910168892	0.0135422188676	0.139,0.188,0.108,0.337,0.142,0.175,0.207,0.285,0.118,0.094,0.084,0.094,0.179,0.215,0.307,0.175,0.098,0.169,0.108,0.085,0.107	0.11,0.09,0.177,0.084,0.065,0.141,0.119,0.065	0.056
8085	ENSG00000163945	UVSSA	chr4	+	1383765	1388049	1383765	1383940	1385867	1388049	8085	68,63,45,340,154,131,63,38,84,99,976,52,160,97,40,137,73,110,158,24,13	6,12,11,10,25,9,11,6,7,11,24,12,4,5,8,8,10,14,11,19,2	44,41,26,62,108,19,46,237	6,8,11,9,40,5,4,51	2002	75	6.03055010236e-05	0.00159250799188	0.298,0.164,0.133,0.56,0.188,0.353,0.177,0.192,0.31,0.252,0.604,0.14,0.6,0.421,0.158,0.391,0.215,0.227,0.35,0.045,0.196	0.216,0.161,0.081,0.205,0.092,0.125,0.301,0.148	0.118
8103	ENSG00000204356	NELFE	chr6	-	31953728	31954134	31953728	31953831	31954079	31954134	8103	33,65,52,89,99,65,44,19,41,38,116,41,79,61,48,67,71,44,72,113,25	24,35,30,56,24,25,37,34,27,28,53,31,29,27,18,32,21,39,70,188,49	58,66,46,82,102,53,44,50	31,24,29,13,28,28,18,28	323	75	0.00450746970468	0.048581586192	0.242,0.301,0.287,0.27,0.489,0.376,0.216,0.115,0.261,0.24,0.337,0.235,0.387,0.344,0.382,0.327,0.44,0.208,0.193,0.122,0.106	0.303,0.39,0.269,0.594,0.458,0.305,0.362,0.293	-0.092
