ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
145657	ENSG00000198718	TOGARAM1	chr14	+	45022909	45022973	45011974	45012075	45025782	45025872	145657	7,8,6	73,80,72	12,21,11	44,68,53	213	149	0.000172832117357	0.019647714074	0.063,0.065,0.055	0.16,0.178,0.127	-0.094
145908	ENSG00000119242	CCDC92	chr12	-	123944668	123944740	123944271	123944364	123956283	123956444	145908	13,7,6	5,5,6	2,2,0	9,10,1	221	149	2.64956336463e-05	0.00592590480569	0.637,0.486,0.403	0.13,0.119,0.0	0.426
145919	ENSG00000150938	CRIM1	chr2	+	36378356	36378525	36369114	36369249	36396613	36396787	145919	14,7,4	1,0,0	19,15,19	6,0,4	318	149	0.000190769923831	0.0207910347435	0.868,1.0,1.0	0.597,1.0,0.69	0.194
145970	ENSG00000247092	SNHG10	chr14	-	95533692	95533974	95532911	95533061	95534513	95534640	145970	258,281,211	9,2,6	275,194,180	11,12,17	431	149	0.000381170476345	0.0317961195506	0.908,0.98,0.924	0.896,0.848,0.785	0.094
146027	ENSG00000290920	NA	chr22	-	23393925	23394057	23391358	23391724	23399583	23399608	146027	5,11,6	2,0,0	5,5,5	8,4,1	281	149	7.52289858579e-05	0.0114844730405	0.57,1.0,1.0	0.249,0.399,0.726	0.399
146030	ENSG00000290920	NA	chr22	-	23393925	23394057	23392584	23392833	23399759	23400583	146030	35,43,40	1,0,0	59,42,21	8,0,1	281	149	0.000598971293031	0.0419613184868	0.949,1.0,1.0	0.796,1.0,0.918	0.078
146048	ENSG00000033122	LRRC7	chr1	+	70028170	70028371	70021004	70021129	70036120	70036232	146048	133,30,35	7,2,3	19,65,80	0,1,1	350	149	0.000398943864626	0.0325598595734	0.89,0.865,0.832	1.0,0.965,0.971	-0.116
146049	ENSG00000033122	LRRC7	chr1	+	70028170	70028371	70021004	70021129	70036443	70036624	146049	88,27,29	3,10,1	18,34,61	2,0,0	350	149	0.000443683874989	0.0346977508954	0.926,0.535,0.925	0.793,1.0,1.0	-0.136
146051	ENSG00000033122	LRRC7	chr1	+	70036120	70036232	70021004	70021129	70036443	70036624	146051	35,17,8	3,10,1	6,32,33	2,0,0	261	149	0.000233054171179	0.0234281251488	0.869,0.493,0.82	0.631,1.0,1.0	-0.15
146088	ENSG00000117114	ADGRL2	chr1	+	81326716	81326775	81306149	81306509	81445020	81445089	146088	1,4,3	4,1,12	0,0,1	2,1,2	208	149	0.000439799585475	0.0345474855007	0.152,0.741,0.152	0.0,0.0,0.264	0.26
146139	ENSG00000117114	ADGRL2	chr1	+	81989656	81989709	81987288	81987341	81990390	81992196	146139	22,46,34	88,161,174	21,14,21	198,122,132	202	149	0.000529326608253	0.0387877698534	0.156,0.174,0.126	0.073,0.078,0.105	0.067
146239	ENSG00000118518	RNF146	chr6	+	127282286	127282395	127280515	127280604	127285207	127285348	146239	11,9,18	1,4,3	1,13,3	7,6,8	258	149	0.00060535443521	0.0423333518596	0.864,0.565,0.776	0.076,0.556,0.178	0.465
146280	ENSG00000050748	MAPK9	chr5	-	180247662	180247728	180246544	180247510	180248972	180249138	146280	102,120,96	211,188,162	82,115,56	266,289,242	215	149	4.64928941268e-06	0.00191988993974	0.251,0.307,0.291	0.176,0.216,0.138	0.106
146363	ENSG00000197279	ZNF165	chr6	+	28086171	28086310	28085480	28085891	28088562	28089563	146363	29,36,26	0,2,1	16,27,23	3,6,2	288	149	0.000624612150459	0.043202860317	1.0,0.903,0.931	0.734,0.7,0.856	0.181
146666	ENSG00000227053	MUC12-AS1	chr7	-	101015197	101015267	101014315	101014439	101017414	101017582	146666	67,116,63	7,2,8	114,105,149	0,0,3	219	149	8.09256178358e-06	0.00277681855544	0.867,0.975,0.843	1.0,1.0,0.971	-0.095
146668	ENSG00000227053	MUC12-AS1	chr7	-	101015197	101015290	101014319	101014439	101017414	101017608	146668	17,40,21	7,2,8	28,30,42	0,0,3	242	149	2.51336961555e-05	0.0057384436277	0.599,0.925,0.618	1.0,1.0,0.896	-0.251
146816	ENSG00000169758	TMEM266	chr15	+	76170992	76171131	76169815	76169872	76175558	76175674	146816	34,14,6	6,5,0	22,17,14	0,0,1	288	149	3.95240258848e-05	0.00774322545416	0.746,0.592,1.0	1.0,1.0,0.879	-0.18
146936	ENSG00000132122	SPATA6	chr1	-	48411463	48411588	48399051	48399644	48452993	48453131	146936	4,0,0	0,3,2	3,1,2	0,0,0	274	149	9.05223658587e-07	0.000659834749648	1.0,0.0,0.0	1.0,1.0,1.0	-0.667
147046	ENSG00000167595	PROSER3	chr19	+	35759788	35759991	35758142	35758226	35766767	35766955	147046	77,130,61	6,7,5	90,70,94	0,1,1	352	149	4.50050724587e-06	0.00189762254349	0.845,0.887,0.838	1.0,0.967,0.975	-0.124
147049	ENSG00000167595	PROSER3	chr19	+	35762018	35762146	35758145	35758226	35766767	35766955	147049	7,12,3	6,7,5	7,9,6	0,1,1	277	149	3.72058093123e-06	0.00166113583445	0.386,0.48,0.244	1.0,0.829,0.763	-0.494
147064	ENSG00000167595	PROSER3	chr19	+	35764853	35764936	35762252	35762356	35766767	35766955	147064	120,121,103	5,5,6	90,82,96	15,13,22	232	149	5.50204180327e-07	0.000458613014994	0.939,0.94,0.917	0.794,0.802,0.737	0.154
147066	ENSG00000167595	PROSER3	chr19	+	35765033	35765176	35762252	35762356	35766767	35766955	147066	123,165,136	5,5,6	108,119,148	15,13,22	292	149	4.11139516454e-06	0.00177512690554	0.926,0.944,0.92	0.786,0.824,0.774	0.135
147068	ENSG00000167595	PROSER3	chr19	+	35765066	35765176	35762252	35762356	35766767	35766955	147068	96,141,121	5,5,6	98,102,124	15,13,22	259	149	6.8421918199e-06	0.0025089383744	0.917,0.942,0.921	0.79,0.819,0.764	0.136
147186	ENSG00000079841	RIMS1	chr6	+	72096948	72097162	71886549	71887187	72182283	72183149	147186	48,41,44	12,0,0	42,75,67	0,0,0	363	149	0.000151148400723	0.018061207903	0.621,1.0,1.0	1.0,1.0,1.0	-0.126
147212	ENSG00000079841	RIMS1	chr6	+	72290678	72290861	72284046	72284118	72291933	72292046	147212	27,27,16	6,9,3	4,22,12	4,31,14	332	149	1.5125040459e-06	0.00091075507002	0.669,0.574,0.705	0.31,0.242,0.278	0.373
147221	ENSG00000141480	ARRB2	chr17	+	4715012	4715043	4710595	4710744	4717216	4717276	147221	1,0,6	6,8,3	13,2,2	0,0,4	180	149	0.000481499192794	0.0366786658012	0.121,0.0,0.623	1.0,1.0,0.293	-0.516
147227	ENSG00000141480	ARRB2	chr17	+	4715972	4716033	4710629	4710744	4717216	4717276	147227	51,74,56	6,8,3	64,63,58	0,0,4	210	149	0.000409755855892	0.033037919195	0.858,0.868,0.93	1.0,1.0,0.911	-0.085
147281	ENSG00000114956	DGUOK	chr2	+	73932597	73932683	73926896	73927052	73950584	73950732	147281	51,58,45	30,19,26	30,32,38	24,42,60	235	149	0.000253224405552	0.0246368565413	0.519,0.659,0.523	0.442,0.326,0.287	0.215
147360	ENSG00000178026	LRRC75B	chr22	-	24588678	24589265	24588213	24588329	24589820	24589949	147360	263,236,162	68,53,36	210,169,154	81,86,66	736	149	1.72683721875e-05	0.00444149933393	0.439,0.474,0.477	0.344,0.285,0.321	0.147
147445	ENSG00000103528	SYT17	chr16	+	19172759	19172777	19167970	19168144	19173429	19173578	147445	21,22,9	1,0,0	25,21,11	4,4,1	167	149	0.00030665372806	0.0278244075212	0.949,1.0,1.0	0.848,0.824,0.908	0.123
147466	ENSG00000153237	CCDC148	chr2	-	158345214	158345318	158340597	158340680	158456414	158456708	147466	9,4,5	3,2,1	19,10,7	0,0,0	253	149	6.2756743727e-05	0.0102438009164	0.639,0.541,0.746	1.0,1.0,1.0	-0.358
147498	ENSG00000095321	CRAT	chr9	-	129108407	129108478	129107813	129108077	129109178	129109277	147498	5,0,5	63,50,34	9,20,9	47,43,68	220	149	0.000185852849323	0.0204776476966	0.051,0.0,0.091	0.115,0.24,0.082	-0.098
147565	ENSG00000139083	ETV6	chr12	+	11825643	11825713	11752449	11752579	11826401	11826556	147565	5,1,4	3,0,1	0,1,2	4,2,4	219	149	0.000376348815362	0.0315892632933	0.531,1.0,0.731	0.0,0.254,0.254	0.585
147571	ENSG00000286787	NA	chr20	-	1035652	1035821	1031433	1031499	1052300	1052446	147571	3,0,0	2,1,2	2,3,5	0,0,3	318	149	0.000167946349255	0.0193183574722	0.413,0.0,0.0	1.0,1.0,0.438	-0.675
147574	ENSG00000286787	NA	chr20	-	1038045	1038530	1031436	1031499	1118383	1118479	147574	3,9,17	0,0,0	1,2,3	6,3,0	634	149	2.64021194907e-08	5.59237270525e-05	1.0,1.0,1.0	0.038,0.135,1.0	0.609
147590	ENSG00000286787	NA	chr20	-	1059229	1059328	1031383	1031499	1118383	1118450	147590	2,2,3	0,0,0	3,4,3	6,3,0	248	149	2.88871728749e-06	0.00140186880483	1.0,1.0,1.0	0.231,0.445,1.0	0.441
147593	ENSG00000286787	NA	chr20	-	1059234	1059328	1031072	1031499	1118383	1118487	147593	2,2,3	0,0,0	3,5,2	6,3,0	243	149	3.08932724213e-06	0.00147669432816	1.0,1.0,1.0	0.235,0.505,1.0	0.42
147803	ENSG00000128536	CDHR3	chr7	+	106001461	106001582	105980967	105981133	106004497	106004596	147803	44,35,10	14,9,2	25,18,9	19,14,8	270	149	0.000726089405827	0.0476411497425	0.634,0.682,0.734	0.421,0.415,0.383	0.277
148115	ENSG00000156787	TBC1D31	chr8	+	123150035	123150128	123144716	123144855	123151805	123151954	148115	123,133,100	0,15,2	148,125,96	0,0,0	242	149	1.09855780783e-05	0.0034304776686	1.0,0.845,0.969	1.0,1.0,1.0	-0.062
148224	ENSG00000267385	NA	chr19	-	4531626	4531822	4528426	4529866	4534014	4534095	148224	45,87,53	7,10,6	36,36,33	0,2,0	345	149	5.78674638041e-06	0.00222330781503	0.735,0.79,0.792	1.0,0.886,1.0	-0.19
148290	ENSG00000134769	DTNA	chr18	+	34825266	34825275	34820790	34820915	34827592	34827676	148290	153,135,113	316,337,220	125,144,116	503,459,437	158	149	9.50461638949e-06	0.00308927761847	0.313,0.274,0.326	0.19,0.228,0.2	0.098
148348	ENSG00000185436	IFNLR1	chr1	-	24159051	24159182	24154167	24157891	24159473	24159633	148348	28,5,4	3,1,0	0,9,12	4,6,8	280	149	0.00010345643051	0.014032056181	0.832,0.727,1.0	0.0,0.444,0.444	0.557
148486	ENSG00000073910	FRY	chr13	+	32131671	32131840	32124794	32124875	32134903	32134996	148486	100,73,57	6,4,0	71,107,92	0,0,0	318	149	0.000341979450996	0.0297732138761	0.886,0.895,1.0	1.0,1.0,1.0	-0.073
148612	ENSG00000141867	BRD4	chr19	-	15268904	15269042	15265353	15265643	15332289	15332443	148612	2,5,3	2,0,4	1,3,4	0,0,1	287	149	0.000127290461197	0.0161052399897	0.342,1.0,0.28	1.0,1.0,0.675	-0.351
148683	ENSG00000073670	ADAM11	chr17	+	44775583	44775676	44775393	44775465	44776744	44776795	148683	7,25,8	4,9,1	7,25,16	0,1,0	242	149	6.70029036143e-07	0.000533726934462	0.519,0.631,0.831	1.0,0.939,1.0	-0.319
148684	ENSG00000073670	ADAM11	chr17	+	44776126	44776207	44775393	44775465	44776744	44776795	148684	23,14,23	4,9,1	16,6,6	0,1,0	230	149	8.11481211601e-05	0.0119657257805	0.788,0.502,0.937	1.0,0.795,1.0	-0.189
148685	ENSG00000073670	ADAM11	chr17	+	44776126	44776207	44775557	44775676	44776744	44776795	148685	63,67,67	0,0,0	56,36,38	0,12,0	230	149	0.000230533000254	0.0232525786917	1.0,1.0,1.0	1.0,0.66,1.0	0.113
148721	ENSG00000060656	PTPRU	chr1	+	29289682	29289712	29284730	29284869	29291868	29292026	148721	49,40,39	181,162,99	42,46,30	311,230,175	179	149	0.000597787085845	0.0419109736358	0.184,0.17,0.247	0.101,0.143,0.125	0.077
148730	ENSG00000090857	PDPR	chr16	+	70114820	70114930	70114331	70114440	70127259	70127393	148730	28,21,13	1,4,0	21,24,21	8,8,6	259	149	0.000785084699446	0.0499290019577	0.942,0.751,1.0	0.602,0.633,0.668	0.263
148733	ENSG00000090857	PDPR	chr16	+	70120460	70120719	70114343	70114440	70127259	70127393	148733	263,285,197	1,4,0	225,265,207	8,8,6	408	149	6.4505807618e-05	0.0104635023794	0.99,0.963,1.0	0.911,0.924,0.926	0.064
148827	ENSG00000101464	PIGU	chr20	-	34585436	34585480	34581547	34581672	34588452	34588607	148827	104,126,75	0,0,1	114,83,100	1,2,13	193	149	5.23465225674e-05	0.00919475606108	1.0,1.0,0.983	0.989,0.97,0.856	0.056
149034	ENSG00000144935	TRPC1	chr3	+	142748257	142748460	142724564	142724731	142802168	142802344	149034	56,79,48	0,1,0	62,69,61	4,2,3	352	149	0.00074463988194	0.0484697029154	1.0,0.971,1.0	0.868,0.936,0.896	0.09
149313	ENSG00000273784	NA	chr13	+	52629218	52629359	52627437	52627578	52631428	52632060	149313	65,62,57	0,0,0	79,67,74	9,1,1	290	149	0.000134428128388	0.0166571531448	1.0,1.0,1.0	0.819,0.972,0.974	0.078
149315	ENSG00000273784	NA	chr13	+	52629768	52629906	52627437	52627578	52631428	52631982	149315	78,68,47	0,0,0	62,81,62	9,1,1	287	149	0.000102803962388	0.014032056181	1.0,1.0,1.0	0.781,0.977,0.97	0.091
149440	ENSG00000270011	ZNF559-ZNF177	chr19	+	9330114	9330189	9324711	9324780	9376315	9376423	149440	4,6,1	6,11,2	0,1,1	9,11,2	224	149	0.000157994938652	0.0184833546067	0.307,0.266,0.25	0.0,0.057,0.25	0.172
149465	ENSG00000270011	ZNF559-ZNF177	chr19	+	9364861	9364948	9341101	9341184	9371609	9371752	149465	27,33,23	0,0,0	25,52,50	4,3,2	236	149	0.000449961681028	0.0349891190662	1.0,1.0,1.0	0.798,0.916,0.94	0.115
149571	ENSG00000187531	SIRT7	chr17	-	81914603	81914702	81914192	81914530	81915439	81915512	149571	185,195,138	6,5,4	166,169,129	12,15,10	248	149	0.000547115712154	0.0396039134888	0.949,0.959,0.954	0.893,0.871,0.886	0.071
149583	ENSG00000101966	XIAP	chrX	+	123885630	123886539	123860052	123860293	123888618	123888718	149583	1002,1046,708	77,72,72	852,867,765	124,116,110	1058	149	1.29646040118e-05	0.00369333259509	0.647,0.672,0.581	0.492,0.513,0.495	0.133
149757	ENSG00000267470	ZNF571-AS1	chr19	+	37569849	37569996	37566030	37566089	37585083	37585161	149757	4,7,1	0,4,3	1,14,5	1,0,0	296	149	0.000439004146933	0.0345151194874	1.0,0.468,0.144	0.335,1.0,1.0	-0.241
149761	ENSG00000267470	ZNF571-AS1	chr19	+	37585083	37585161	37566030	37566089	37585338	37585577	149761	0,4,5	2,1,0	2,0,0	2,2,1	227	149	0.00077299389159	0.04948055778	0.0,0.724,1.0	0.396,0.0,0.0	0.443
149863	ENSG00000259977	NA	chrX	+	37939581	37939689	37905934	37906140	37949266	37949405	149863	5,4,5	2,4,1	4,3,4	0,1,0	257	149	1.41972426128e-05	0.00388467196313	0.592,0.367,0.744	1.0,0.635,1.0	-0.311
149914	ENSG00000177479	ARIH2	chr3	+	48961611	48961679	48918835	48918998	48967124	48967151	149914	16,16,14	2,0,1	6,25,19	7,4,4	217	149	0.000675750112061	0.0454807096248	0.846,1.0,0.906	0.37,0.811,0.765	0.269
149945	ENSG00000137486	ARRB1	chr11	-	75271700	75271724	75268888	75268959	75272894	75272978	149945	159,148,160	34,22,23	132,155,117	56,63,28	173	149	5.60495598534e-05	0.00959251987137	0.801,0.853,0.857	0.67,0.679,0.783	0.126
149973	ENSG00000184809	B3GALT5-AS1	chr21	-	39599340	39600279	39597146	39597989	39609582	39609665	149973	14,29,8	0,1,0	33,13,20	3,4,1	1088	149	2.39367310926e-05	0.00555366092282	1.0,0.799,1.0	0.601,0.308,0.733	0.386
149974	ENSG00000184809	B3GALT5-AS1	chr21	-	39601418	39601543	39597202	39600279	39609582	39609665	149974	2,1,0	2,2,2	1,3,1	0,0,2	274	149	0.000600441823733	0.042047976379	0.352,0.214,0.0	1.0,1.0,0.214	-0.549
150064	ENSG00000134058	CDK7	chr5	+	69252417	69252451	69235116	69235453	69258042	69258153	150064	152,158,118	6,5,10	159,139,127	11,16,24	183	149	0.000679815836943	0.045636123315	0.954,0.963,0.906	0.922,0.876,0.812	0.071
150123	ENSG00000261465	COQ7-DT	chr16	-	19063804	19064039	19062143	19062895	19066178	19066276	150123	7,5,5	2,5,1	10,8,7	0,0,0	384	149	1.70557681312e-08	4.2065365228e-05	0.576,0.28,0.66	1.0,1.0,1.0	-0.495
150174	ENSG00000151883	PARP8	chr5	+	50760291	50760362	50759642	50759732	50761820	50761887	150174	273,256,244	6,14,10	291,234,213	34,15,17	220	149	0.000242038861091	0.0239304792243	0.969,0.925,0.943	0.853,0.914,0.895	0.058
150337	ENSG00000127947	PTPN12	chr7	+	77604878	77604935	77597841	77597901	77607234	77607301	150337	3,6,5	3,13,9	1,0,1	3,7,9	206	149	0.000125386973075	0.0159540966737	0.42,0.25,0.287	0.194,0.0,0.074	0.23
150501	ENSG00000204580	DDR1	chr6	+	30884537	30884710	30883084	30883165	30888687	30888814	150501	1173,1202,927	108,121,88	1148,1023,1035	223,123,151	322	149	6.90348384176e-05	0.0109283855975	0.834,0.821,0.83	0.704,0.794,0.76	0.076
150888	ENSG00000177025	C19orf18	chr19	-	57966529	57966632	57961390	57961551	57972462	57972504	150888	31,22,9	4,4,1	22,12,19	0,1,0	252	149	0.000131490932723	0.0165090808928	0.821,0.765,0.842	1.0,0.876,1.0	-0.149
151232	ENSG00000102174	PHEX	chrX	+	22178272	22178376	22168311	22168389	22190443	22190502	151232	32,36,37	1,0,0	55,51,30	1,6,3	253	149	0.000372104958874	0.0313703814975	0.95,1.0,1.0	0.97,0.833,0.855	0.097
151234	ENSG00000102174	PHEX	chrX	+	22245332	22245409	22227506	22227611	22247850	22248077	151234	36,47,35	6,6,2	36,48,40	0,2,0	226	149	2.92328181475e-05	0.00633449320119	0.798,0.838,0.92	1.0,0.941,1.0	-0.128
151237	ENSG00000156831	NSMCE2	chr8	+	125094467	125094533	125091863	125091958	125102013	125102146	151237	12,0,0	27,27,14	0,0,0	30,36,50	215	149	8.68457064079e-05	0.0124952779259	0.235,0.0,0.0	0.0,0.0,0.0	0.078
151238	ENSG00000156831	NSMCE2	chr8	+	125094467	125094533	125091863	125091958	125102050	125102146	151238	10,12,3	93,116,60	1,0,1	138,120,138	215	149	1.45059930623e-07	0.000185227128292	0.069,0.067,0.033	0.005,0.0,0.005	0.053
151292	ENSG00000225484	NUTM2B-AS1	chr10	-	79723914	79724012	79716440	79716671	79766270	79766324	151292	18,20,9	1,4,5	20,15,7	0,2,0	247	149	0.000523763658221	0.0385547737885	0.916,0.751,0.521	1.0,0.819,1.0	-0.21
151321	ENSG00000225484	NUTM2B-AS1	chr10	-	79808762	79808963	79806038	79806122	79814612	79814716	151321	58,46,37	56,43,33	99,55,63	46,18,36	350	149	0.00049762572335	0.0373931669904	0.306,0.313,0.323	0.478,0.565,0.427	-0.176
151353	ENSG00000287704	NA	chr15	+	46802257	46802389	46791278	46791368	46804640	46805232	151353	27,28,5	4,5,1	4,7,12	0,0,0	281	149	8.09711980809e-06	0.00277681855544	0.782,0.748,0.726	1.0,1.0,1.0	-0.248
151418	ENSG00000153956	CACNA2D1	chr7	-	81983313	81983334	81982566	81982627	81984634	81984711	151418	41,51,67	8,6,5	39,39,22	19,11,7	170	149	0.000364720845075	0.0310315601207	0.818,0.882,0.922	0.643,0.757,0.734	0.163
151523	ENSG00000228794	LINC01128	chr1	+	850177	850351	847653	847806	851926	852089	151523	18,38,21	41,31,25	14,20,7	53,57,46	323	149	5.52774937664e-05	0.00949649409369	0.168,0.361,0.279	0.109,0.139,0.066	0.165
151526	ENSG00000228794	LINC01128	chr1	+	850180	850351	847653	847806	851926	852110	151526	16,27,20	41,31,25	13,18,4	53,57,46	320	149	7.12717283184e-05	0.0111160329542	0.154,0.289,0.271	0.103,0.128,0.039	0.148
151545	ENSG00000228794	LINC01128	chr1	+	852670	852766	829002	829104	853390	853442	151545	43,46,49	1,0,2	34,32,29	3,3,5	245	149	0.000750738999203	0.0487609313252	0.963,1.0,0.937	0.873,0.866,0.779	0.127
151649	ENSG00000134508	CABLES1	chr18	+	23235894	23236051	23213976	23214054	23252959	23253066	151649	9,9,3	0,1,0	12,8,9	12,2,0	306	149	0.000101208261532	0.0138894355708	1.0,0.814,1.0	0.327,0.661,1.0	0.275
151853	ENSG00000291087	CRYBB2P1	chr22	+	25519922	25520162	25510628	25510908	25520681	25520733	151853	16,20,28	0,0,0	13,12,17	2,2,3	389	149	1.15653164335e-05	0.00354038742371	1.0,1.0,1.0	0.713,0.697,0.685	0.302
152051	ENSG00000249471	ZNF324B	chr19	+	58452127	58452782	58451624	58451753	58453695	58453822	152051	29,29,30	0,0,0	30,65,24	7,2,2	804	149	1.53227297961e-07	0.00019291959725	1.0,1.0,1.0	0.443,0.858,0.69	0.336
152143	ENSG00000243716	NPIPB5	chr16	+	22530942	22531044	22527742	22527973	22532059	22532120	152143	5,1,4	0,0,1	7,2,5	2,4,2	251	149	3.60179709467e-05	0.00730268417022	1.0,1.0,0.704	0.675,0.229,0.597	0.401
152311	ENSG00000196535	MYO18A	chr17	-	29085603	29085648	29082315	29082438	29086437	29086577	152311	93,100,73	295,266,222	183,130,125	161,246,197	194	149	1.77716203943e-05	0.00453209044002	0.195,0.224,0.202	0.466,0.289,0.328	-0.154
152325	ENSG00000196535	MYO18A	chr17	-	29116443	29116455	29115663	29115840	29118044	29118189	152325	260,196,160	3,5,2	141,168,170	12,14,10	161	149	1.47043350351e-06	0.000898831907513	0.988,0.973,0.987	0.916,0.917,0.94	0.058
152388	ENSG00000196628	TCF4	chr18	-	55401688	55401777	55350873	55351003	55401857	55402039	152388	2,0,0	8,8,1	7,3,1	1,4,2	238	149	6.81605339323e-05	0.0108504217602	0.135,0.0,0.0	0.814,0.32,0.238	-0.412
152431	ENSG00000123411	IKZF4	chr12	+	56023670	56023764	56018125	56018177	56024661	56024884	152431	1,3,3	5,0,2	1,1,3	0,0,0	243	149	2.55163851817e-05	0.00578595281772	0.109,1.0,0.479	1.0,1.0,1.0	-0.471
152475	ENSG00000141556	TBCD	chr17	+	82909284	82909307	82905935	82906053	82911757	82911765	152475	45,63,34	12,11,7	51,59,45	2,3,5	172	149	0.000465505658444	0.035862659505	0.765,0.832,0.808	0.957,0.945,0.886	-0.128
152892	ENSG00000172269	DPAGT1	chr11	-	119097854	119097925	119097141	119097551	119098402	119098487	152892	71,66,69	8,16,3	110,87,63	3,3,3	220	149	0.000470204420754	0.0360966459152	0.857,0.736,0.94	0.961,0.952,0.934	-0.105
152914	ENSG00000121274	TENT4B	chr16	+	50223173	50223400	50217555	50217663	50224656	50224783	152914	39,49,24	2,2,7	60,62,45	3,0,0	376	149	0.000589936784368	0.0414736386052	0.885,0.907,0.576	0.888,1.0,1.0	-0.173
153020	ENSG00000231607	DLEU2	chr13	-	50029277	50029492	50027083	50027406	50068096	50068163	153020	2,1,1	8,7,10	6,3,10	13,4,3	364	149	0.000700013965402	0.0465480816383	0.093,0.055,0.039	0.159,0.235,0.577	-0.261
153040	ENSG00000231607	DLEU2	chr13	-	50070581	50070641	50067867	50068163	50081822	50082004	153040	0,0,1	18,22,9	5,0,3	7,14,11	209	149	0.000719527983146	0.0473251926954	0.0,0.0,0.073	0.337,0.0,0.163	-0.142
153366	ENSG00000103253	HAGHL	chr16	+	727964	728029	727105	727614	728115	728233	153366	99,106,44	1,2,0	130,106,102	8,7,2	214	149	0.00066533809004	0.0451014554763	0.986,0.974,1.0	0.919,0.913,0.973	0.052
153373	ENSG00000103253	HAGHL	chr16	+	728315	728424	728115	728233	728503	728604	153373	91,86,71	2,0,1	125,125,122	0,3,17	258	149	0.000479146163252	0.0365998841827	0.963,1.0,0.976	1.0,0.96,0.806	0.058
153409	ENSG00000136925	TSTD2	chr9	-	97627305	97627612	97625680	97625997	97633242	97633301	153409	526,507,399	8,5,4	502,577,440	11,21,16	456	149	0.000210470074426	0.0221824720703	0.956,0.971,0.97	0.937,0.9,0.9	0.053
153436	ENSG00000128915	ICE2	chr15	-	60428428	60428687	60419608	60423762	60436142	60436227	153436	311,307,252	1,6,10	328,300,227	0,0,0	408	149	5.71130550457e-05	0.00974673532663	0.991,0.949,0.902	1.0,1.0,1.0	-0.053
153437	ENSG00000128915	ICE2	chr15	-	60431933	60431984	60419608	60423762	60436142	60436227	153437	44,60,48	1,6,10	64,70,58	0,0,0	200	149	2.06173739081e-07	0.000241039860424	0.97,0.882,0.781	1.0,1.0,1.0	-0.122
153656	ENSG00000259153	MAP3K9-DT	chr14	+	70814226	70814359	70809696	70810665	70815110	70815386	153656	4,0,0	45,31,55	4,13,4	35,39,33	282	149	1.39757267913e-05	0.00385334116185	0.045,0.0,0.0	0.057,0.15,0.06	-0.074
153659	ENSG00000259153	MAP3K9-DT	chr14	+	70814226	70814359	70810080	70810291	70815110	70815386	153659	4,0,0	57,48,30	4,12,4	50,48,33	282	149	9.87131577541e-05	0.0136565401788	0.036,0.0,0.0	0.041,0.117,0.06	-0.061
153901	ENSG00000135164	DMTF1	chr7	+	87155454	87155497	87154389	87154528	87163238	87163332	153901	0,1,0	21,28,21	7,4,3	13,24,17	192	149	2.77489530054e-06	0.00135760998531	0.0,0.027,0.0	0.295,0.115,0.12	-0.168
153925	ENSG00000135164	DMTF1	chr7	+	87194683	87194828	87193724	87194102	87195030	87195166	153925	527,594,417	97,87,82	496,603,457	50,66,57	294	149	0.000658051860552	0.0447592108536	0.734,0.776,0.72	0.834,0.822,0.803	-0.076
154091	ENSG00000246379	GNAO1-DT	chr16	-	56151689	56151769	56111792	56111876	56189501	56189584	154091	1,1,0	4,0,1	3,0,3	0,1,0	229	149	7.01350229094e-05	0.0109994817068	0.14,1.0,0.0	1.0,0.0,1.0	-0.287
154093	ENSG00000246379	GNAO1-DT	chr16	-	56151689	56151769	56141829	56144012	56187602	56187700	154093	11,6,8	0,0,1	7,3,0	1,4,3	229	149	2.73870609624e-06	0.00134722639805	1.0,1.0,0.839	0.82,0.328,0.0	0.564
154102	ENSG00000246379	GNAO1-DT	chr16	-	56161887	56162106	56151689	56151769	56187602	56187700	154102	17,18,6	3,1,6	11,6,6	0,0,0	368	149	6.60616238934e-07	0.000530979149582	0.696,0.879,0.288	1.0,1.0,1.0	-0.379
154106	ENSG00000246379	GNAO1-DT	chr16	-	56187602	56187700	56101089	56102319	56189501	56189601	154106	7,3,7	6,0,4	16,7,8	0,1,1	247	149	0.000287093255337	0.0267127291838	0.413,1.0,0.514	1.0,0.809,0.828	-0.237
154216	ENSG00000243927	MRPS6	chr21	+	34215499	34215540	34125340	34125480	34262819	34262921	154216	4,1,4	2,0,1	4,1,0	8,2,3	190	149	0.000564287396225	0.0403318760137	0.611,1.0,0.758	0.282,0.282,0.0	0.602
154251	ENSG00000283674	NA	chr8	-	12580827	12581044	12487561	12487908	12601157	12601180	154251	8,4,7	0,6,2	7,2,3	0,0,1	366	149	0.000225717545791	0.0229455117147	1.0,0.213,0.588	1.0,1.0,0.55	-0.25
154332	ENSG00000058404	CAMK2B	chr7	-	44220615	44220632	44220059	44220294	44220825	44220901	154332	11,6,11	3,0,4	3,8,6	0,0,0	166	149	0.000269030762748	0.0256685398769	0.767,1.0,0.712	1.0,1.0,1.0	-0.174
