ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12262	ENSG00000230798	FOXD3-AS1	chr1	-	63320877	63321463	63320877	63321190	63321366	63321463	12262	0,1,20	1,20,31	0,0,0	6,15,2	325	149	1.71551935858e-05	0.00271429548322	0.0,0.022,0.228	0.0,0.0,0.0	0.083
12277	ENSG00000111364	DDX55	chr12	+	123605930	123606159	123605930	123605981	123606072	123606159	12277	44,29,37	170,157,121	23,22,17	183,188,115	240	149	0.000411365856071	0.0203583248145	0.138,0.103,0.16	0.072,0.068,0.084	0.059
12294	ENSG00000156983	BRPF1	chr3	+	9742024	9742541	9742024	9742153	9742351	9742541	12294	70,48,17	4,4,3	24,21,34	19,6,9	347	149	0.000104247450058	0.00903066126434	0.883,0.837,0.709	0.352,0.6,0.619	0.286
12411	ENSG00000204420	MPIG6B	chr6	+	31724745	31725074	31724745	31724844	31724969	31725074	12411	34,26,19	0,0,0	42,18,16	8,0,0	274	149	0.000541301259439	0.0227586042796	1.0,1.0,1.0	0.741,1.0,1.0	0.086
12466	ENSG00000204463	BAG6	chr6	-	31640791	31641592	31640791	31640938	31641538	31641592	12466	102,86,75	0,0,1	78,80,75	7,2,11	749	149	4.34287426021e-08	4.12659912205e-05	1.0,1.0,0.937	0.689,0.888,0.576	0.261
12517	ENSG00000114786	ABHD14A-ACY1	chr3	+	51985851	51987453	51985851	51987196	51987308	51987453	12517	16,40,30	100,123,106	10,19,10	137,120,103	261	149	3.75045836566e-05	0.00439961177661	0.084,0.157,0.139	0.04,0.083,0.053	0.068
12566	ENSG00000241106	HLA-DOB	chr6	-	32813722	32814601	32813722	32813833	32814319	32814601	12566	1,1,4	1,0,3	9,4,7	0,0,1	635	149	0.000284244712622	0.015794697423	0.19,1.0,0.238	1.0,1.0,0.622	-0.398
12633	ENSG00000063177	RPL18	chr19	-	48616078	48617423	48616078	48616202	48617315	48617423	12633	479,451,379	43,50,50	512,389,351	129,52,65	1262	149	0.00184671097943	0.0479438462474	0.568,0.516,0.472	0.319,0.469,0.389	0.126
12702	ENSG00000121940	CLCC1	chr1	-	108941404	108943615	108941404	108941494	108943474	108943615	12702	88,125,135	9,8,4	76,115,85	0,2,2	2129	149	0.00154879509767	0.0439303015464	0.406,0.522,0.703	1.0,0.801,0.748	-0.306
12763	ENSG00000293427	NA	chr22	-	21476001	21476764	21476001	21476223	21476643	21476764	12763	135,135,102	2,1,1	104,102,129	5,7,8	569	149	3.06669388448e-05	0.00388529670538	0.946,0.972,0.964	0.845,0.792,0.809	0.145
12866	ENSG00000092529	CAPN3	chr15	+	42410427	42410666	42410427	42410496	42410587	42410666	12866	2,0,6	10,7,13	0,0,0	8,5,2	240	149	0.000550018533164	0.0229222636058	0.11,0.0,0.223	0.0,0.0,0.0	0.111
12923	ENSG00000228705	LINC00659	chr20	-	62775314	62776954	62775314	62775479	62776805	62776954	12923	4,5,2	0,0,0	3,8,17	3,4,0	1475	149	2.42612689716e-07	0.000144081611105	1.0,1.0,1.0	0.092,0.168,1.0	0.58
12963	ENSG00000127580	WDR24	chr16	-	685868	686186	685868	685990	686067	686186	12963	98,60,70	86,58,56	35,36,52	87,63,57	226	149	0.00120868060733	0.0371679065723	0.429,0.405,0.452	0.21,0.274,0.376	0.142
12999	ENSG00000009830	POMT2	chr14	-	77304691	77306503	77304691	77304800	77306401	77306503	12999	165,183,137	5,4,1	213,143,132	0,0,1	1750	149	3.23298000859e-05	0.00398958130411	0.738,0.796,0.921	1.0,1.0,0.918	-0.154
13076	ENSG00000135596	MICAL1	chr6	-	109446135	109446772	109446135	109446357	109446695	109446772	13076	381,404,299	4,13,10	227,298,319	0,2,3	487	149	7.53078512055e-05	0.00745390835578	0.967,0.905,0.901	1.0,0.979,0.97	-0.059
13078	ENSG00000135596	MICAL1	chr6	-	109451599	109452401	109451599	109451700	109452245	109452401	13078	567,577,473	138,167,127	358,486,432	154,185,176	694	149	0.000171773495712	0.0124399878408	0.469,0.426,0.444	0.333,0.361,0.345	0.1
13090	ENSG00000299366	NA	chr6	+	90587091	90587955	90587091	90587747	90587882	90587955	13090	2,10,9	1,1,0	14,4,10	5,2,2	284	149	0.00145679596661	0.0420743929323	0.512,0.84,1.0	0.595,0.512,0.724	0.174
13111	ENSG00000128609	NDUFA5	chr7	-	123557403	123557781	123557403	123557448	123557624	123557781	13111	87,67,65	11,8,7	60,64,72	0,6,0	325	149	0.00033487100693	0.0173876738134	0.784,0.793,0.81	1.0,0.83,1.0	-0.148
13140	ENSG00000169189	NSMCE1	chr16	-	27241352	27241889	27241352	27241484	27241798	27241889	13140	10,15,14	1,2,2	20,6,4	0,0,0	463	149	0.000721633995671	0.0267850243237	0.763,0.707,0.693	1.0,1.0,1.0	-0.279
13270	ENSG00000310523	NA	chr2	+	113596670	113597638	113596670	113596829	113597490	113597638	13270	41,61,30	2,3,2	24,42,51	0,0,0	810	149	7.46741401007e-05	0.00745390835578	0.79,0.789,0.734	1.0,1.0,1.0	-0.229
13350	ENSG00000263072	ZNF213-AS1	chr16	-	3129247	3129653	3129247	3129310	3129460	3129653	13350	207,251,161	2,1,0	161,166,153	8,4,5	299	149	4.79529484199e-05	0.00523734386076	0.981,0.992,1.0	0.909,0.954,0.938	0.057
13416	ENSG00000006071	ABCC8	chr11	-	17406621	17407129	17406621	17406788	17406887	17407129	13416	6,5,3	13,23,13	1,2,0	17,17,12	248	149	0.000816235032779	0.0292326246046	0.217,0.116,0.122	0.034,0.066,0.0	0.118
13448	ENSG00000279249	NA	chr16	+	49287366	49289655	49287366	49287475	49287829	49289655	13448	22,9,6	1,0,0	7,9,0	0,6,1	503	149	0.00107609120962	0.0350690649888	0.867,1.0,1.0	1.0,0.308,0.0	0.52
13451	ENSG00000279249	NA	chr16	+	49287366	49289655	49287366	49287475	49289443	49289655	13451	65,42,17	5,1,0	28,24,32	1,0,0	2117	149	0.000320820211385	0.0169293598437	0.478,0.747,1.0	0.663,1.0,1.0	-0.146
13452	ENSG00000279249	NA	chr16	+	49287366	49289655	49287366	49287475	49289537	49289655	13452	68,46,20	4,3,4	34,28,38	0,2,0	2211	149	0.000641493308226	0.024678013825	0.534,0.508,0.252	1.0,0.485,1.0	-0.397
13507	ENSG00000112473	SLC39A7	chr6	+	33201744	33202427	33201744	33201913	33202262	33202427	13507	97,62,38	2,2,1	73,58,75	8,5,9	498	149	0.000251143383217	0.0148187999382	0.936,0.903,0.919	0.732,0.776,0.714	0.179
13524	ENSG00000166224	SGPL1	chr10	+	70868344	70869424	70868344	70868433	70869326	70869424	13524	93,123,117	6,2,1	105,102,102	1,0,1	1042	149	0.00111409821506	0.0356107624267	0.689,0.898,0.944	0.938,1.0,0.936	-0.114
13527	ENSG00000148356	LRSAM1	chr9	+	127460876	127461257	127460876	127460998	127461172	127461257	13527	12,7,12	1,4,2	5,10,18	0,0,1	323	149	7.88209426437e-05	0.00772120203093	0.847,0.447,0.735	1.0,1.0,0.893	-0.288
13698	ENSG00000170364	SETMAR	chr3	+	4312897	4313761	4312897	4313229	4313666	4313761	13698	275,296,234	2,0,0	253,250,216	5,1,6	586	149	0.000917518264618	0.0311190399607	0.972,1.0,1.0	0.928,0.985,0.902	0.052
